iter,mse,loss_mean,data_n_clusters,data_n_clients,data_n_samples,data_n_features,data_noise_scale,model_n_features,model_bias,algo_loss_fn,algo_lrate,algo_S,algo_R
0,6.872392,279.8785,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
1,6.066566,218.16907,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
2,5.371524,170.0184,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
3,4.811035,132.60393,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
4,4.3938584,103.61538,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
5,3.9642975,81.33253,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
6,3.607986,63.433403,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
7,3.3467317,50.707176,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
8,3.1030076,40.289608,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
9,2.8519292,31.786516,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
10,2.6243746,25.510391,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
11,2.4380095,20.471243,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
12,2.276028,16.33168,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
13,2.1393235,13.281812,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
14,1.9706728,10.7173195,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
15,1.8612632,8.629507,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
16,1.7473365,7.2101436,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
17,1.6251025,5.934989,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
18,1.5159888,4.959957,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
19,1.4316839,4.1506987,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
20,1.341907,3.5373406,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
21,1.2713685,2.9787445,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
22,1.1920925,2.5705152,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
23,1.1216626,2.1989167,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
24,1.0498798,1.8695097,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
25,0.9937699,1.6439552,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
26,0.942453,1.427192,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
27,0.8906443,1.2492181,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
28,0.83802956,1.0611525,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
29,0.79014486,0.98382324,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
30,0.75156945,0.8953811,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
31,0.712966,0.7955551,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
32,0.67379194,0.7112539,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
33,0.6540451,0.6573578,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
34,0.6207691,0.6008439,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
35,0.5900993,0.55659384,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
36,0.55542827,0.52031916,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
37,0.527218,0.4809675,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
38,0.5003193,0.43379837,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
39,0.47492424,0.4042909,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
40,0.45005125,0.3907672,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
41,0.43027773,0.36662936,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
42,0.40735057,0.34121785,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
43,0.38814765,0.31620333,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
44,0.367002,0.29594997,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
45,0.34955993,0.28175345,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
46,0.33120668,0.26833877,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
47,0.31304052,0.23615213,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
48,0.2982841,0.22172888,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
49,0.28508994,0.21470317,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
50,0.27203926,0.19407152,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
