iter,mse,loss_mean,data_n_clusters,data_n_clients,data_n_samples,data_n_features,data_noise_scale,model_n_features,model_bias,algo_loss_fn,algo_lrate,algo_S,algo_R
0,8.02737,389.23608,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
1,7.017094,291.03378,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
2,6.136026,215.74876,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
3,5.443873,160.95032,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
4,4.944099,119.365135,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
5,4.350535,89.494316,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
6,3.891409,67.1542,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
7,3.4910972,50.535995,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
8,3.1453912,37.31613,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
9,2.845851,28.650536,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
10,2.6109114,21.979813,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
11,2.400395,16.956942,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
12,2.1972442,13.096332,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
13,2.0008407,10.166985,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
14,1.8445426,7.9652877,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
15,1.6991732,6.102849,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
16,1.5709801,4.952456,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
17,1.4642681,3.976127,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
18,1.3524517,3.1591864,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
19,1.2486724,2.5858774,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
20,1.1626948,2.1454225,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
21,1.0835601,1.8724753,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
22,1.0177861,1.5714695,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
23,0.9455838,1.3044792,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
24,0.8716844,1.1726761,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
25,0.8160198,1.0294056,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
26,0.76104826,0.91467386,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
27,0.70776993,0.84289163,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
28,0.665078,0.74919945,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
29,0.62539524,0.65650445,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
30,0.58596206,0.59440684,2,100,10,50,0,50,False,MSELoss(),0.03,20,1500
