iter,mse,loss_mean,data_n_clusters,data_n_clients,data_n_samples,data_n_features,data_noise_scale,model_n_features,model_bias,algo_loss_fn,algo_lrate,algo_S,algo_R
0,8.694274,80.89316,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
1,7.2675595,64.53903,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
2,6.026661,51.211372,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
3,5.0128093,40.7234,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
4,4.1558022,32.674904,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
5,3.4927514,26.09815,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
6,2.8742027,20.704727,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
7,2.391559,16.45274,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
8,2.0049405,13.159328,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
9,1.684202,10.635048,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
10,1.4127172,8.53907,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
11,1.1790271,6.899661,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
12,0.99459654,5.5615253,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
13,0.83966184,4.5178432,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
14,0.70194614,3.639494,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
15,0.5896572,2.941839,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
16,0.49384013,2.3863986,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
17,0.41250822,1.9421043,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
18,0.34866744,1.5743325,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
19,0.2898575,1.2743148,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
20,0.24370529,1.0324492,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
21,0.20895068,0.84101164,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
22,0.17585106,0.68124914,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
23,0.15007222,0.5568715,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
24,0.12528695,0.44470593,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
25,0.10594227,0.36019206,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
26,0.0899606,0.2932716,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
27,0.077667,0.23854421,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
28,0.065355256,0.19458166,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
29,0.05605834,0.15938275,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
30,0.0480575,0.1305687,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
31,0.040887713,0.1061726,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
32,0.03518316,0.087515265,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
33,0.029964527,0.07194869,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
34,0.025736086,0.058664855,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
35,0.021905934,0.048257962,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
36,0.018617034,0.039539732,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
37,0.015918134,0.03246409,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
38,0.013744323,0.02676919,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
39,0.011875577,0.022088744,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
40,0.01030877,0.018252771,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
41,0.00893208,0.015182782,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
42,0.0077240407,0.012446498,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
43,0.00662258,0.0102944495,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
44,0.005727753,0.008475954,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
45,0.004970156,0.007036296,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
46,0.0042881467,0.0058357744,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
47,0.003712884,0.004822829,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
48,0.0032313105,0.0040094987,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
49,0.0028310828,0.003323725,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
50,0.0024763355,0.002760886,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
51,0.0021687292,0.0022899453,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
52,0.0018651993,0.0019032935,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
53,0.0016270154,0.00158419,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
54,0.0014189398,0.001310462,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
55,0.0012361881,0.0010922728,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
56,0.0010995518,0.0009157485,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
57,0.0009446972,0.00076213316,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
