iter,mse,loss_mean,data_n_clusters,data_n_clients,data_n_samples,data_n_features,data_noise_scale,model_n_features,model_bias,algo_loss_fn,algo_lrate,algo_S,algo_R
0,6.8684697,63.62,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
1,5.7951384,51.380802,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
2,4.875597,41.33023,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
3,4.1025925,33.39249,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
4,3.4789245,27.107569,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
5,2.9264681,21.939323,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
6,2.4612043,17.721142,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
7,2.1012733,14.495844,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
8,1.7966435,11.792584,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
9,1.5294417,9.65391,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
10,1.2987794,7.8740277,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
11,1.1016333,6.463061,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
12,0.9467148,5.31017,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
13,0.81120265,4.375261,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
14,0.6994626,3.6032305,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
15,0.60288566,2.9763312,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
16,0.51630694,2.4731376,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
17,0.44068512,2.0464823,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
18,0.37977374,1.6972389,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
19,0.3300894,1.4213802,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
20,0.28598455,1.1902889,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
21,0.24477243,0.98909813,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
22,0.21024199,0.825809,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
23,0.18058594,0.6882035,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
24,0.15663767,0.5766748,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
25,0.13516816,0.48110142,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
26,0.11790595,0.40570927,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
27,0.10151017,0.3381029,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
28,0.08755148,0.28154913,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
29,0.075742714,0.2373305,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
30,0.064921506,0.19880614,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
31,0.056188624,0.16749308,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
32,0.049033348,0.14136745,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
33,0.042817894,0.11889188,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
34,0.03715755,0.10019233,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
35,0.032382615,0.084089845,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
36,0.0282418,0.07075146,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
37,0.02461106,0.05964502,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
38,0.021628546,0.050598472,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
39,0.018825864,0.04231452,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
40,0.016426336,0.03566818,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
41,0.01440824,0.030087998,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
42,0.012668488,0.025384255,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
43,0.011127997,0.021524854,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
44,0.009639405,0.018218648,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
45,0.008392167,0.01531629,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
46,0.0073781256,0.012925502,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
47,0.0065081846,0.010904619,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
48,0.0056880736,0.009207387,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
