iter,mse,loss_mean,data_n_clusters,data_n_clients,data_n_samples,data_n_features,data_noise_scale,model_n_features,model_bias,algo_loss_fn,algo_lrate,algo_S,algo_R
0,7.836752,668.2889,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
1,7.243224,474.95267,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
2,6.719874,347.04523,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
3,6.223758,249.32211,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
4,5.9121656,184.57149,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
5,5.603203,133.82214,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
6,5.3226576,99.81392,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
7,5.0125604,74.05032,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
8,4.7507544,55.683914,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
9,4.579657,42.905552,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
10,4.400904,33.202293,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
11,4.245811,26.379492,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
12,4.13723,21.562727,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
13,3.9783874,18.589,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
14,3.894096,16.287895,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
15,3.7474656,14.655997,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
16,3.6283224,13.244787,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
17,3.5312302,11.253654,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
18,3.409035,10.399972,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
19,3.3167758,9.435494,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
20,3.2362967,8.9083605,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
21,3.1500418,8.158834,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
22,3.0830293,7.5019994,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
23,3.0271447,7.1556263,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
24,2.9638424,6.8123446,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
25,2.9051142,6.3453326,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
26,2.8503678,6.0983334,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
27,2.775357,6.086572,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
28,2.7135386,5.488704,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
29,2.6609082,5.2776246,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
30,2.5942268,5.278338,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
31,2.5316043,5.111538,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
32,2.4624503,4.8073215,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
33,2.423737,4.7194276,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
34,2.3667436,4.907857,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
35,2.3159363,4.750362,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
36,2.267013,4.429153,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
37,2.2193265,4.220791,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
38,2.176223,4.2817245,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
39,2.1301575,4.2501097,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
40,2.0966961,4.1193604,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
41,2.0692017,4.1824245,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
42,2.0441368,4.094421,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
43,2.0212302,3.8447175,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
44,2.001979,3.8137574,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
45,1.9629581,3.7177536,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
46,1.9282914,3.5969687,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
47,1.8875511,3.5822086,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
48,1.850801,3.5909116,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
49,1.816479,3.5607514,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
50,1.7872721,3.3860471,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
51,1.7507371,3.3312387,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
52,1.7222824,3.4193223,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
53,1.6752285,3.3966322,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
54,1.641755,3.0767484,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
55,1.6175172,3.096948,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
56,1.5908793,3.0141428,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
57,1.5543808,2.9780262,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
58,1.5209696,3.0318518,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
59,1.5055805,3.1067321,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
60,1.476602,3.1153007,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
61,1.4382569,3.0827568,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
62,1.4007951,2.952107,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
63,1.3725815,2.759189,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
64,1.3495101,2.7445157,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
65,1.324929,2.7718232,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
66,1.309456,2.5920746,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
67,1.2877247,2.5596452,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
68,1.2671001,2.4179618,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
69,1.2524493,2.293481,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
70,1.2287678,2.3027058,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
71,1.2042301,2.2450979,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
72,1.1842078,2.2111504,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
73,1.1647863,2.2308667,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
74,1.1522307,2.1662893,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
75,1.138181,2.1318107,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
76,1.1205333,2.1236713,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
