iter,mse,loss_mean,data_n_clusters,data_n_clients,data_n_samples,data_n_features,data_noise_scale,model_n_features,model_bias,algo_loss_fn,algo_lrate,algo_S,algo_R
0,7.3112264,588.7557,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
1,6.7857985,426.77405,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
2,6.380909,316.3906,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
3,5.956526,236.25912,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
4,5.568692,175.3059,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
5,5.2568207,131.47652,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
6,5.0597277,99.15657,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
7,4.7757845,74.02101,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
8,4.542575,58.129356,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
9,4.353946,44.880856,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
10,4.208947,36.443657,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
11,4.073466,29.201792,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
12,3.9083884,24.028454,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
13,3.8428166,19.89567,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
14,3.716392,16.70479,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
15,3.610608,14.765445,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
16,3.522873,12.405339,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
17,3.4050436,11.031931,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
18,3.3178377,10.1217,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
19,3.2454298,9.534536,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
20,3.1512294,8.654557,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
21,3.0687811,8.08716,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
22,2.9861166,7.5821834,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
23,2.8998373,7.201741,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
24,2.830378,6.732313,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
25,2.7772868,6.4287014,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
26,2.7323265,6.3834987,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
27,2.660884,5.9842415,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
28,2.6047635,5.8654747,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
29,2.5442734,5.528063,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
30,2.4880357,5.168188,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
31,2.4197667,5.2073307,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
32,2.3635197,5.126444,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
33,2.326563,4.8016014,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
34,2.276792,4.4165263,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
35,2.214437,4.300324,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
36,2.1684222,4.0947456,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
37,2.1160958,4.025168,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
38,2.0612848,4.051633,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
39,2.0186756,3.984061,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
40,1.9761106,3.777193,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
41,1.9335744,3.4855459,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
42,1.8953885,3.4945006,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
43,1.858815,3.5597293,2,100,10,100,0,100,False,MSELoss(),0.03,20,1500
