iter,mse,loss_mean,data_n_clusters,data_n_clients,data_n_samples,data_n_features,data_noise_scale,model_n_features,model_bias,algo_loss_fn,algo_lrate,algo_S,algo_R
0,7.4964414,71.92659,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
1,6.2020526,56.448986,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
2,5.1808047,44.675068,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
3,4.3432484,35.365734,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
4,3.6518319,28.372683,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
5,3.0657866,22.822006,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
6,2.577278,18.443727,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
7,2.1480715,14.665134,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
8,1.8182026,11.889894,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
9,1.5360696,9.690949,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
10,1.2958268,7.8823814,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
11,1.1046106,6.4192805,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
12,0.93519676,5.1967463,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
13,0.78726906,4.249548,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
14,0.6681006,3.4745595,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
15,0.5661674,2.8464363,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
16,0.48441687,2.338717,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
17,0.41493517,1.9265386,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
18,0.3541605,1.5909485,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
19,0.30158138,1.3108982,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
20,0.2557362,1.0830379,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
21,0.2177872,0.89618,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
22,0.18621515,0.74141,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
23,0.1599335,0.61476266,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
24,0.1373123,0.50999856,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
25,0.1175337,0.42300484,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
26,0.10114152,0.3508683,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
27,0.08647583,0.29195577,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
28,0.074084446,0.24354446,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
29,0.0633334,0.20344311,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
30,0.05427393,0.16978624,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
31,0.046512205,0.14156727,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
32,0.039632738,0.11761877,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
33,0.03401023,0.09768265,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
34,0.02923823,0.08117955,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
35,0.02538905,0.06791997,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
36,0.022032017,0.056907706,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
37,0.018923331,0.04753475,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
38,0.016327063,0.03980443,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
39,0.014038026,0.033452023,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
40,0.0120150875,0.028070554,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
41,0.01043467,0.023673672,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
42,0.009038741,0.019959116,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
43,0.0077828933,0.01681653,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
44,0.0067548733,0.014086452,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
45,0.005907141,0.011882406,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
46,0.0051564113,0.0100570945,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
47,0.0044791084,0.008476708,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
48,0.003895484,0.0071747936,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
49,0.003387715,0.0060416646,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
50,0.0029372773,0.005136367,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
51,0.002563982,0.00434252,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
52,0.002248968,0.0036955357,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
53,0.0019674755,0.0031149662,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
54,0.0017216156,0.0026376331,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
55,0.001506281,0.0022279664,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
56,0.0013233642,0.0018947806,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
57,0.0011543044,0.001604292,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
58,0.0010199108,0.0013690765,2,100,10,10,0,10,False,MSELoss(),0.03,20,1500
