iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_lmbd,algo_S,algo_R,algo_R_local
0,71.9633,85.71256256103516,8.624604225158691,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
1,53.987293,73.70510864257812,7.424681186676025,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
2,41.19495,64.13380432128906,6.468387126922607,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
3,31.955267,56.475364685058594,5.70025634765625,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
4,25.173235,50.20773696899414,5.071028232574463,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
5,20.07595,44.96660232543945,4.543817520141602,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
6,16.270176,40.50217056274414,4.093131065368652,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
7,13.301454,36.71574020385742,3.710124969482422,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
8,11.003641,33.423484802246094,3.3768632411956787,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
9,9.19352,30.519020080566406,3.0828282833099365,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
10,7.7485433,28.032133102416992,2.8300116062164307,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
11,6.5917354,25.75847816467285,2.600013256072998,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
12,5.656023,23.7681941986084,2.397404193878174,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
13,4.8801975,21.96953582763672,2.2138895988464355,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
14,4.2317924,20.3295841217041,2.0464770793914795,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
15,3.698628,18.90830421447754,1.9004592895507812,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
16,3.24989,17.642494201660156,1.770820140838623,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
17,2.8744104,16.512056350708008,1.655319094657898,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
18,2.550499,15.417749404907227,1.542802333831787,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
19,2.2742317,14.424626350402832,1.4398980140686035,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
20,2.0375402,13.514920234680176,1.345917820930481,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
21,1.830199,12.706402778625488,1.2619869709014893,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
22,1.6500409,11.913077354431152,1.1798402070999146,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
23,1.4974514,11.219147682189941,1.1080535650253296,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
24,1.3615204,10.566927909851074,1.040281057357788,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
25,1.2427659,9.966079711914062,0.977983832359314,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
26,1.1381447,9.390417098999023,0.9179450869560242,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
27,1.0442433,8.889780044555664,0.8658930659294128,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
28,0.962286,8.425840377807617,0.8171243071556091,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
29,0.889039,7.995136737823486,0.7723419666290283,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
30,0.82325196,7.577703475952148,0.7283663749694824,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
