iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,data_no_scale,model_n_features,model_bias,algo_lrate,algo_lmbd,algo_S,algo_R,algo_R_local
0,34.66579767545064,5.435420513153076,54.9720344543457,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
1,15.982200549443563,3.372990846633911,34.23736572265625,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
2,8.352195841471355,2.2658426761627197,23.222126007080078,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
3,5.089848678509394,1.593883991241455,16.468170166015625,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
4,3.8035564931233723,1.2424925565719604,13.035659790039062,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
5,2.716154224475225,0.936935544013977,10.083467483520508,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
6,2.3438918735583623,0.7530805468559265,8.18734359741211,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
7,2.2551220613221328,0.669861376285553,7.401742458343506,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
8,1.9358240778247515,0.5842485427856445,6.580744743347168,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
9,2.075732827583949,0.5754756331443787,6.494668960571289,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
10,1.5829508088032405,0.4686349034309387,5.438466548919678,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
11,1.6062543465693793,0.4437170624732971,5.178014278411865,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
12,1.4163159462809563,0.4083934426307678,4.8555402755737305,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
13,1.302485020061334,0.3475576937198639,4.23492956161499,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
14,1.5042436767121157,0.3657566010951996,4.421938896179199,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
15,1.637990158299605,0.3751251697540283,4.510921955108643,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
16,1.3847684194147587,0.34111055731773376,4.167484760284424,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
17,1.5320787520209949,0.37922751903533936,4.569637775421143,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
18,1.5047877297798793,0.3321079909801483,4.153743267059326,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
19,1.625522796213627,0.3637286424636841,4.436192512512207,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
20,1.6320762592057387,0.342578649520874,4.214576721191406,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
21,1.6095416708290577,0.3354187309741974,4.172796249389648,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
22,1.2455766709645588,0.28764790296554565,3.674004077911377,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
23,1.5637345418830713,0.3159242570400238,3.9117753505706787,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
24,1.1590639273822307,0.27362316846847534,3.522449254989624,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
25,1.1637644204994042,0.2580623924732208,3.367354393005371,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
26,1.2787761499981085,0.29842719435691833,3.783730983734131,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
27,1.422115009104212,0.30757248401641846,3.8997063636779785,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
28,1.5896572723984719,0.3119102418422699,3.9328629970550537,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
29,1.285306183596452,0.2799639403820038,3.6075985431671143,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
30,1.4442356980840365,0.2783218026161194,3.5710878372192383,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
31,1.1280442506819963,0.2325815111398697,3.1181747913360596,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
32,1.413510233213504,0.2665235698223114,3.506011962890625,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
33,1.496107505261898,0.2662161588668823,3.470742702484131,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
34,1.4311527978132168,0.29907098412513733,3.771712303161621,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
35,1.088439102197687,0.2421131730079651,3.234358549118042,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
36,1.4274481084694466,0.26071012020111084,3.4263851642608643,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
37,1.358595122769475,0.27408891916275024,3.5687196254730225,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
38,1.6410935075581075,0.31243324279785156,3.926347017288208,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
39,1.4606402989228566,0.2873883545398712,3.696027994155884,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
40,1.3887508331239224,0.2927719056606293,3.7865047454833984,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
41,1.2881634131073951,0.26261186599731445,3.4510064125061035,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
42,1.3453139210740725,0.26574596762657166,3.5058765411376953,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
43,1.3684123949706555,0.3390842378139496,4.22703218460083,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
44,1.3965614545345306,0.30038923025131226,3.8355555534362793,3,150,10,500,10,0,0,False,10,False,0.01,1,5,300,10
