iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_lmbd,algo_S,algo_R,algo_R_local
0,72.4397,85.98485565185547,8.653032302856445,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
1,54.23878,73.7662353515625,7.432460308074951,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
2,41.42518,64.21380615234375,6.477154731750488,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
3,32.107357,56.49662399291992,5.702877998352051,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
4,25.304632,50.147247314453125,5.065027713775635,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
5,20.16604,44.86855697631836,4.53122091293335,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
6,16.294428,40.4272575378418,4.082967281341553,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
7,13.348988,36.68117141723633,3.7042465209960938,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
8,11.05267,33.315086364746094,3.3638193607330322,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
9,9.248343,30.53972816467285,3.0827548503875732,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
10,7.803296,27.981748580932617,2.823072671890259,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
11,6.63524,25.761964797973633,2.5976133346557617,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
12,5.6892424,23.705768585205078,2.3885607719421387,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
13,4.9206724,22.03144073486328,2.21785044670105,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
14,4.266967,20.44087028503418,2.055856704711914,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
15,3.7293637,19.009187698364258,1.909547209739685,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
16,3.2838933,17.74053192138672,1.7800049781799316,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
17,2.8987875,16.534360885620117,1.656184434890747,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
18,2.5755892,15.469454765319824,1.54610013961792,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
19,2.2958186,14.471186637878418,1.443572998046875,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
20,2.0561988,13.580474853515625,1.3517522811889648,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
21,1.8501155,12.727624893188477,1.2642295360565186,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
22,1.6697103,11.974031448364258,1.1865590810775757,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
23,1.513867,11.267662048339844,1.1133472919464111,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
24,1.3746729,10.639747619628906,1.0477956533432007,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
25,1.2511202,10.012248039245605,0.9828265905380249,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
26,1.1451,9.468293190002441,0.926171600818634,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
27,1.0507731,8.953909873962402,0.8724177479743958,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
28,0.9677546,8.463004112243652,0.8212265968322754,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
29,0.8949516,8.056957244873047,0.7783852219581604,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
30,0.8285291,7.646502494812012,0.735553503036499,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
31,0.76925427,7.275743007659912,0.6966722011566162,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
32,0.71613556,6.9370198249816895,0.6609786748886108,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
33,0.66878796,6.618161678314209,0.6272050738334656,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
34,0.6269367,6.301763534545898,0.594001829624176,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
35,0.5893456,6.022597312927246,0.5646446347236633,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
36,0.5549946,5.7639689445495605,0.5372361540794373,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
