iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_lmbd,algo_S,algo_R,algo_R_local
0,71.846275,85.43047332763672,8.594454765319824,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
1,53.95752,73.341552734375,7.3849968910217285,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
2,41.128933,63.84315872192383,6.435466766357422,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
3,31.888445,56.153114318847656,5.665213108062744,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
4,25.132332,49.79426193237305,5.026010990142822,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
5,20.105165,44.55161666870117,4.499760627746582,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
6,16.231136,40.03834915161133,4.045342922210693,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
7,13.299032,36.286033630371094,3.665870428085327,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
8,10.990936,33.029178619384766,3.3366281986236572,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
9,9.191411,30.20425796508789,3.050680637359619,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
10,7.755652,27.73193359375,2.7989416122436523,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
11,6.5988445,25.579105377197266,2.580425262451172,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
12,5.6584334,23.622121810913086,2.38167142868042,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
13,4.887616,21.883743286132812,2.204345703125,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
14,4.2460237,20.27504539489746,2.0399374961853027,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
15,3.7105386,18.86863899230957,1.8955250978469849,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
16,3.2610116,17.544797897338867,1.7597033977508545,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
17,2.884382,16.361326217651367,1.6380372047424316,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
18,2.5618122,15.28300952911377,1.526853322982788,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
19,2.2848344,14.332456588745117,1.428989052772522,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
20,2.0458183,13.416265487670898,1.334676742553711,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
21,1.8409286,12.583243370056152,1.2485737800598145,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
22,1.6606034,11.813946723937988,1.169110655784607,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
23,1.5042111,11.127132415771484,1.0978646278381348,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
24,1.3650314,10.47034740447998,1.029593586921692,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
25,1.244583,9.873163223266602,0.9677781462669373,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
26,1.140553,9.334959030151367,0.9117577075958252,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
27,1.0473374,8.82070541381836,0.85809326171875,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
28,0.9652163,8.358495712280273,0.8096329569816589,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
29,0.89273125,7.933647632598877,0.7652495503425598,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
30,0.8278525,7.526239395141602,0.722461462020874,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
31,0.7689248,7.157462120056152,0.6839768886566162,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
32,0.7168323,6.801767826080322,0.6468700170516968,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
33,0.6696668,6.482676982879639,0.61292964220047,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
34,0.626886,6.203496932983398,0.5834368467330933,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
35,0.5882393,5.903582572937012,0.5519581437110901,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
36,0.5539387,5.6430344581604,0.5244906544685364,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
37,0.52284676,5.411806583404541,0.5000492930412292,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
38,0.4945816,5.2080793380737305,0.47816014289855957,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
39,0.4692285,4.999953746795654,0.4560839533805847,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
40,0.4464865,4.818828582763672,0.4366737902164459,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
41,0.4256826,4.639645099639893,0.4177466034889221,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
42,0.40644383,4.466679573059082,0.39928099513053894,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
43,0.38922444,4.306850910186768,0.38215988874435425,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
44,0.373215,4.158901214599609,0.3664276897907257,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
45,0.358294,4.030837535858154,0.3528173267841339,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
46,0.3449343,3.89390230178833,0.3381197452545166,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
47,0.3323672,3.7865731716156006,0.32667502760887146,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
48,0.32124588,3.674483299255371,0.31452977657318115,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
49,0.31110704,3.5684335231781006,0.30311059951782227,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
50,0.30145434,3.4806156158447266,0.2934946119785309,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
51,0.2921606,3.3990585803985596,0.28444355726242065,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
52,0.2841178,3.312952756881714,0.2749069035053253,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
53,0.2766848,3.242238759994507,0.26702457666397095,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
54,0.26955822,3.1655521392822266,0.2584380805492401,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
55,0.26303095,3.105211019515991,0.25163400173187256,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
56,0.25690028,3.0470035076141357,0.24527516961097717,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
57,0.251187,2.9820847511291504,0.23801755905151367,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
58,0.24569377,2.927246570587158,0.2318938970565796,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
59,0.240513,2.8666675090789795,0.225308358669281,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
60,0.2363351,2.8189468383789062,0.22001536190509796,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
61,0.23208582,2.7689008712768555,0.21451805531978607,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
62,0.22827415,2.7226247787475586,0.209292933344841,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
63,0.22457655,2.6920135021209717,0.20587588846683502,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
64,0.22107528,2.6536223888397217,0.20155201852321625,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
65,0.21760927,2.625178575515747,0.19827672839164734,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
66,0.21413925,2.5879523754119873,0.19404380023479462,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
67,0.21125355,2.5563042163848877,0.19043436646461487,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
68,0.20839533,2.5236763954162598,0.18660788238048553,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
69,0.20569149,2.4946963787078857,0.18338607251644135,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
70,0.20324223,2.4667465686798096,0.18014290928840637,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
71,0.2009562,2.439150094985962,0.1768968552350998,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
72,0.1987604,2.4188666343688965,0.1745796948671341,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
73,0.1967219,2.4000885486602783,0.17237091064453125,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
74,0.19463763,2.386428117752075,0.17058682441711426,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
75,0.19279668,2.3741378784179688,0.16915138065814972,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
76,0.19091357,2.3556618690490723,0.16693970561027527,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
77,0.18913724,2.347133159637451,0.16596771776676178,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
78,0.18721364,2.328580856323242,0.1638270914554596,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,3
