iter,algo_S_10.0_mean,algo_S_10.0_upper,algo_S_10.0_lower,algo_S_20.0_mean,algo_S_20.0_upper,algo_S_20.0_lower,algo_S_30.0_mean,algo_S_30.0_upper,algo_S_30.0_lower,algo_S_50.0_mean,algo_S_50.0_upper,algo_S_50.0_lower
55,0.920470529794693,0.9234560758140726,0.9174849837753134,0.7025522947311401,0.70474328891017,0.7003613005521102,0.6483551263809204,0.6503154919820436,0.6463947607797972,0.6090780666896275,0.610603311321174,0.607552822058081
56,0.8838548421859741,0.8868780460921812,0.880831638279767,0.6730617940425873,0.6750816955472659,0.6710418925379086,0.6214175462722779,0.6232287341042705,0.6196063584402852,0.5827701262065342,0.5840817888172228,0.5814584635958456
57,0.8507996916770935,0.8538986635306501,0.8477007198235368,0.6443605422973633,0.6461248018076835,0.6425962827870431,0.5947907567024231,0.5966957968694865,0.5928857165353597,0.5578317386763436,0.5590654414452175,0.5565980359074697
58,0.8178961873054504,0.8206408288980224,0.8151515457128785,0.6175372958183288,0.6191478717487744,0.6159267198878833,0.5695810616016388,0.5713622672337846,0.567799855969493,0.5335565379687718,0.5349157014598663,0.5321973744776772
59,0.7865893542766571,0.7893757492231825,0.7838029593301317,0.5917250394821167,0.5931415970586055,0.590308481905628,0.5453540861606598,0.5468995074784397,0.5438086648428799,0.5114264828818185,0.5128374088581255,0.5100155569055115
60,0.7579196989536285,0.7607573007526551,0.755082097154602,0.5676589429378509,0.5692852057014934,0.5660326801742084,0.5233102679252625,0.5247252671913689,0.521895268659156,0.4905917687075479,0.49181532163782,0.4893682157772758
61,0.7297232329845429,0.7324773207896869,0.7269691451793989,0.5442494571208953,0.5458685529796987,0.542630361262092,0.5015546441078186,0.5028439816875375,0.5002653065280996,0.47024356041635784,0.47134329578451656,0.4691438250481991
62,0.7025070488452911,0.7048773186710513,0.700136779019531,0.5215408444404602,0.5230862432412109,0.5199954456397096,0.4809222161769867,0.4821300398909913,0.47971439246298214,0.4509556932108743,0.45194260715498563,0.449968779266763
63,0.6766197979450226,0.6788228261521614,0.6744167697378838,0.4999761939048767,0.5017492003637953,0.4982031874459581,0.4612964689731598,0.4623923779514984,0.4602005599948212,0.4324923668588911,0.43345665172804326,0.4315280819897389
64,0.6508628785610199,0.6530617688059499,0.6486639883160898,0.47991241216659547,0.4817918612652325,0.47803296306795845,0.44242973029613497,0.4434855153281231,0.44137394526414686,0.4152816023145403,0.41642073829029574,0.4141424663387849
65,0.6267475366592408,0.6291730878889552,0.6243219854295263,0.46049552857875825,0.4622704292210201,0.45872062793649643,0.42410860359668734,0.42510180764170036,0.4231153995516743,0.39826292225292753,0.39935059412422963,0.39717525038162543
66,0.60402130484581,0.6065140026313567,0.6015286070602632,0.44186626672744744,0.4435901005882251,0.44014243286666976,0.40674162209033965,0.4077670453712529,0.4057161988094264,0.3820475425039019,0.38308633047861035,0.3810087545291934
67,0.5825557947158814,0.5851964469059648,0.5799151425257979,0.42469461262226105,0.4264967866029444,0.4228924386415777,0.3907120764255524,0.3916220990038119,0.3898020538472929,0.36751125540052143,0.3687711154468215,0.36625139535422135
68,0.5617127656936646,0.564273482915211,0.5591520484721182,0.40800821483135224,0.4096952191375253,0.40632121052517917,0.37553650736808775,0.37642606712053217,0.3746469476156433,0.3535772945199694,0.3550073068399524,0.35214728219998637
69,0.5413817822933197,0.5437986583279846,0.5389649062586548,0.3922082245349884,0.3938858094773076,0.39053063959266915,0.36100938618183137,0.36193573542758023,0.3600830369360825,0.33935682688440594,0.3406341397238621,0.3380795140449498
70,0.5233207881450653,0.5257080208781331,0.5209335554119976,0.3769292712211609,0.3786190876316234,0.37523945481069837,0.34704540967941283,0.3480019618286792,0.34608885753014645,0.32588678172656466,0.32711384175096087,0.32465972170216845
71,0.505109366774559,0.5075047232292633,0.5027140103198546,0.3628324568271637,0.36444400358883056,0.36122091006549684,0.33333814740180967,0.3342505418524898,0.3324257529511295,0.3135948862348284,0.31466222982213526,0.31252754264752153
72,0.48732459247112275,0.48959543153188295,0.48505375341036255,0.3491372764110565,0.35071383162005865,0.3475607212020544,0.3208206295967102,0.3217345794236614,0.319906679769759,0.30155268737248014,0.30289247848776885,0.30021289625719144
73,0.4692457377910614,0.47139163031351156,0.4670998452686112,0.3358171433210373,0.3372282295679014,0.3344060570741732,0.3089231878519058,0.30984940135322586,0.30799697435058576,0.29000321882111685,0.291250253771695,0.2887561838705387
74,0.45230461061000826,0.4544510177947108,0.4501582034253057,0.32314530909061434,0.32446677355346015,0.32182384462776853,0.29753264486789704,0.29830999599596264,0.29675529373983145,0.279313257762364,0.2805281497582191,0.27809836576650887
75,0.4372276484966278,0.43944676690052603,0.4350085300927296,0.31121511161327364,0.31247363681283824,0.30995658641370905,0.28634169697761536,0.2870585415490624,0.2856248524061683,0.26914622102464947,0.27043511847066753,0.2678573235786314
76,0.422223100066185,0.42423286298585566,0.4202133371465144,0.2997595638036728,0.30103210362266725,0.29848702398467836,0.2762197136878967,0.27696958921239134,0.2754698381634021,0.2591868638992309,0.260433445959513,0.2579402818389488
77,0.4080734670162201,0.40979065803875386,0.40635627599368634,0.28864121437072754,0.2900509211362519,0.28723150760520316,0.2668747782707214,0.2675495721722379,0.26619998436920495,0.25040104985237116,0.25151539183318705,0.24928670787155527
78,0.3943172454833984,0.39603105334193867,0.39260343762485816,0.27855025529861444,0.2798460902762674,0.2772544203209615,0.2571810781955719,0.25788548670727995,0.25647666968386384,0.24200675530093058,0.2429364103459164,0.24107710025594475
79,0.37984012365341185,0.38156821769373095,0.37811202961309276,0.2686807900667191,0.26989743202030747,0.2674641481131307,0.24829607903957368,0.24908113059127798,0.24751102748786938,0.2335687492574964,0.23446766231185856,0.23266983620313425
80,0.36729158759117125,0.3689025895236438,0.3656805856586987,0.25897879898548126,0.2601763599962953,0.25778123797466723,0.2394586205482483,0.24024817178212043,0.23866906931437615,0.22628493819917953,0.2271707840879601,0.22539909231039895
81,0.35500016808509827,0.35660412188580387,0.35339621428439266,0.24994066059589387,0.25107056931795335,0.24881075187383442,0.23149756789207454,0.23222509805371258,0.2307700377304365,0.2186832385403769,0.21957887008357416,0.21778760699717967
82,0.3437310069799423,0.3451910879120559,0.3422709260478287,0.24115540236234662,0.2422482651162836,0.24006253960840962,0.2232492938637733,0.22395796046612682,0.22254062726141977,0.21134888700076512,0.21237697766278604,0.2103207963387442
83,0.3320456355810165,0.3334962945367733,0.3305949766252597,0.23304218202829358,0.234050064012954,0.23203430004363315,0.2161614745855331,0.21684354228898353,0.21547940688208264,0.2047734494720186,0.20566359327472158,0.2038833056693156
84,0.32072519361972807,0.3219516932861896,0.3194986939532665,0.2252585470676422,0.22609236195854962,0.22442473217673478,0.20917821377515794,0.20977778109915096,0.20857864645116492,0.19832600653171537,0.1991699954362364,0.19748201762719433
85,0.3102453947067261,0.31165677759664295,0.3088340118168092,0.21744706183671947,0.21819557920086707,0.21669854447257186,0.20236594825983042,0.2029571588646723,0.20177473765498855,0.19261324405670166,0.19356448179062619,0.19166200632277713
86,0.30061509311199186,0.3020297099761033,0.29920047624788043,0.2110662505030632,0.21179686545827772,0.2103356355478487,0.19608193337917326,0.19678473552401157,0.19537913123433495,0.18705118128231593,0.18789512741732936,0.1862072351473025
87,0.2908502876758575,0.2923223366476044,0.28937823870411067,0.20440665483474726,0.20510037841447154,0.203712931255023,0.1900566145777702,0.19072623057067725,0.18938699858486316,0.18200826644897458,0.18274633623235975,0.1812701966655894
88,0.28134331703186033,0.28287745529950625,0.2798091787642144,0.19774570018053053,0.19836238310565363,0.19712901725540743,0.1842654600739479,0.1848484544304977,0.1836824657173981,0.17719691778932292,0.17799146944963348,0.17640236612901236
89,0.27360143065452575,0.27512722011776547,0.272075641191286,0.19154332727193832,0.1921171904749619,0.19096946406891474,0.1782010704278946,0.17871100674591575,0.17769113410987344,0.17212553535188943,0.17277847252386258,0.17147259817991628
90,0.26515801846981046,0.26673532615649476,0.26358071078312617,0.1856895714998245,0.18637778627101015,0.18500135672863888,0.17317649722099301,0.173620316143255,0.17273267829873104,0.16785190573760442,0.16837900503611394,0.1673248064390949
91,0.2568334206938744,0.25839851392954655,0.2552683274582022,0.1800167754292488,0.1806033460483148,0.1794302048101828,0.16834710687398907,0.16886151775552585,0.1678326959924523,0.1636844426393509,0.16422439147875786,0.16314449379994392
92,0.2492255836725235,0.25091220491187577,0.24753896243317125,0.17503431290388105,0.17578963979561188,0.17427898601215022,0.16448077559471128,0.16502697932233723,0.16393457186708532,0.159793632371085,0.1604655357882638,0.15912172895390617
93,0.24212160408496852,0.24344147429453422,0.24080173387540282,0.1704430058598518,0.17116629030222072,0.1697197214174829,0.15992667973041533,0.16043960986412306,0.1594137495967076,0.1554684128080095,0.15615614053682447,0.1547806850791945
94,0.23542725443840026,0.236570579307302,0.23428392956949853,0.1658810645341873,0.16667265937085093,0.16508946969752367,0.15607132017612454,0.15655767411136118,0.1555849662408879,0.15134632587432859,0.1520471782408025,0.15064547350785468
95,0.228733941912651,0.22986711053847061,0.2276007732868314,0.16135923862457274,0.16214494456258674,0.16057353268655875,0.15210547149181367,0.15250930152022807,0.15170164146339926,0.14794110613209854,0.14852379586213127,0.14735841640206582
96,0.2226036429405212,0.22379226047569742,0.221415025405345,0.1569042906165123,0.15776919489919133,0.15603938633383324,0.14833035469055172,0.14869719083996707,0.14796351854113637,0.14422189124992912,0.14474387250873927,0.14369990999111898
