iter,data_noise_scale_0.1_mean,data_noise_scale_0.1_upper,data_noise_scale_0.1_lower,data_noise_scale_0.5_mean,data_noise_scale_0.5_upper,data_noise_scale_0.5_lower,data_noise_scale_1.0_mean,data_noise_scale_1.0_upper,data_noise_scale_1.0_lower,data_noise_scale_1.5_mean,data_noise_scale_1.5_upper,data_noise_scale_1.5_lower
16,4.101673603057861,4.101673603057861,4.101673603057861,4.075763940811157,4.079603367121421,4.0719245145008935,4.06882905960083,4.081594241877662,4.056063877323998,4.075758266448974,4.081256157289796,4.070260375608153
17,3.907764196395874,3.907764196395874,3.907764196395874,3.8732014894485474,3.8775055146039903,3.8688974642931044,3.870450496673584,3.883044917732718,3.8578560756144498,3.8765718221664427,3.882473013070967,3.8706706312619183
18,3.719074010848999,3.719074010848999,3.719074010848999,3.6837551832199096,3.6888676446154607,3.6786427218243585,3.6764895915985107,3.6914406509485587,3.661538532248463,3.686568570137024,3.693376110202729,3.6797610300713193
19,3.5341615676879883,3.5341615676879883,3.5341615676879883,3.506530594825745,3.511077029742707,3.5019841599087824,3.498584429423014,3.5114685516804434,3.485700307165585,3.5066677808761595,3.512692500523331,3.500643061228988
20,3.3620448112487793,3.3620448112487793,3.3620448112487793,3.335197925567627,3.3406530187922865,3.3297428323429674,3.3251001834869385,3.339268964045723,3.310931402928154,3.335834288597107,3.342061319776974,3.3296072574172397
21,3.19769024848938,3.19769024848938,3.19769024848938,3.174514150619507,3.1796657136189546,3.1693625876200593,3.1639055411020913,3.176863680485236,3.1509474017189465,3.175863766670227,3.182078873136058,3.169648660204396
22,3.0430829524993896,3.0430829524993896,3.0430829524993896,3.020034909248352,3.02521753919345,3.014852279303254,3.0063000520070395,3.0181809929171117,2.9944191110969673,3.0210208177566527,3.027528316569141,3.0145133189441644
23,2.893073081970215,2.893073081970215,2.893073081970215,2.8757080316543577,2.8815783293356354,2.86983773397308,2.8561872641245523,2.8693059476682503,2.843068580580854,2.876235318183899,2.883044364260841,2.869426272106957
24,2.7526726722717285,2.7526726722717285,2.7526726722717285,2.734817552566528,2.7405297587976714,2.729105346335385,2.7180327574412027,2.731840143514508,2.7042253713678974,2.7346869707107544,2.741408602689212,2.7279653387322966
25,2.6177546977996826,2.6177546977996826,2.6177546977996826,2.602671432495117,2.6084253400762494,2.5969175249139846,2.5880839824676514,2.600706920366542,2.575461044568761,2.605682897567749,2.611916602058788,2.5994491930767096
26,2.4912939071655273,2.4912939071655273,2.4912939071655273,2.479214572906494,2.4852075793261816,2.4732215664868065,2.461343844731649,2.4733185783063623,2.4493691111569356,2.4848003149032594,2.4912628751682497,2.478337754638269
27,2.371499538421631,2.371499538421631,2.371499538421631,2.359852337837219,2.3661640768998264,2.353540598774612,2.3413161436716714,2.353504491010057,2.3291277963332857,2.3671080350875853,2.374438366219074,2.3597777039560968
28,2.258823871612549,2.258823871612549,2.258823871612549,2.2495455741882324,2.255349415727294,2.2437417326491707,2.234232505162557,2.245440459397068,2.2230245509280464,2.258963465690613,2.2656176877723815,2.252309243608844
29,2.1500136852264404,2.1500136852264404,2.1500136852264404,2.1429139137268067,2.1480649508679734,2.13776287658564,2.1267438729604087,2.1357579929034296,2.1177297530173878,2.1529573678970335,2.1592904998079816,2.1466242359860854
30,2.0523273944854736,2.0523273944854736,2.0523273944854736,2.042215180397034,2.047182107331329,2.0372482534627387,2.0259505112965903,2.0352926719501894,2.0166083506429913,2.0530818462371827,2.059626130261695,2.0465375622126705
31,1.9615190029144287,1.9615190029144287,1.9615190029144287,1.945114302635193,1.950111433682736,1.9401171715876497,1.9291719595591228,1.9398645980049007,1.9184793211133448,1.9583428263664246,1.9649660663726236,1.9517195863602257
32,1.870854139328003,1.870854139328003,1.870854139328003,1.8554418921470641,1.860456148934574,1.8504276353595543,1.841121792793274,1.852710337202524,1.8295332483840239,1.869238519668579,1.8756937450842068,1.8627832942529512
33,1.7861511707305908,1.7861511707305908,1.7861511707305908,1.76927889585495,1.7743635211998956,1.7641942705100042,1.7575589021046956,1.7685503470759587,1.7465674571334324,1.7848792791366577,1.7912799182872794,1.778478639986036
34,1.702006459236145,1.702006459236145,1.702006459236145,1.6871188163757325,1.6918531350297243,1.6823844977217406,1.6767929792404175,1.6873903335849543,1.6661956248958807,1.7050088047981262,1.7114797059506537,1.6985379036455988
35,1.6227006912231443,1.6227006912231443,1.6227006912231443,1.6066499471664428,1.611017449549462,1.6022824447834236,1.5965443849563599,1.6064179950295518,1.5866707748831679,1.6290714025497437,1.6350214188749055,1.623121386224582
36,1.5496824979782104,1.5496824979782104,1.5496824979782104,1.5334186792373656,1.5376750263726175,1.5291623321021137,1.5257176558176677,1.5358606749556554,1.51557463667968,1.5574357986450196,1.5631147003550159,1.5517568969350233
37,1.4773359298706057,1.4773359298706057,1.4773359298706057,1.4639080286026,1.4679876226504625,1.4598284345547377,1.4541508356730144,1.46394102782799,1.4443606435180387,1.4893679857254027,1.4949798770207412,1.4837560944300643
38,1.4093286991119385,1.4093286991119385,1.4093286991119385,1.3966124892234801,1.4005007628808728,1.3927242155660875,1.3906605243682861,1.397607410329241,1.3837136384073312,1.4251662969589234,1.4305520552723352,1.4197805386455116
39,1.3415250778198242,1.3415250778198242,1.3415250778198242,1.3323777079582215,1.3361725764697683,1.3285828394466748,1.3280463218688965,1.3331323337558125,1.3229603099819804,1.3633925676345826,1.3678945198144365,1.3588906154547287
40,1.2823991775512695,1.2823991775512695,1.2823991775512695,1.2721778273582458,1.2760038051683422,1.2683518495481494,1.2699666420618694,1.2747831122256978,1.265150171898041,1.3054187893867493,1.3096380447256213,1.3011995340478772
41,1.2255878448486328,1.2255878448486328,1.2255878448486328,1.2148598790168763,1.2184594812938312,1.2112602767399214,1.211909810702006,1.217098269322547,1.2067213520814652,1.2514538764953613,1.2554794489343593,1.2474283040563634
42,1.1697962284088137,1.1697962284088137,1.1697962284088137,1.1605982184410095,1.163694107856262,1.1575023290257571,1.1628323396046956,1.1668107204723803,1.1588539587370108,1.199130940437317,1.2027576408123992,1.1955042400622347
43,1.1160547733306885,1.1160547733306885,1.1160547733306885,1.1071721315383911,1.110082421622878,1.1042618414539043,1.112079660097758,1.1169422577389092,1.107217062456607,1.148956048488617,1.1525291696419548,1.1453829273352791
44,1.0658284425735474,1.0658284425735474,1.0658284425735474,1.0575527548789978,1.0599859088459085,1.0551196009120871,1.0650888284047446,1.0683988987574837,1.0617787580520055,1.1029184818267823,1.1059350313275267,1.099901932326038
45,1.0188047885894775,1.0188047885894775,1.0188047885894775,1.0102559328079224,1.0125553793461817,1.007956486269663,1.0192521810531616,1.0226461340371598,1.0158582280691635,1.0576813459396361,1.0608122907324855,1.0545504011467868
46,0.9716410636901855,0.9716410636901855,0.9716410636901855,0.9656099796295166,0.9678810256072942,0.963338933651739,0.9759808778762817,0.9789205144310614,0.973041241321502,1.0158762335777283,1.0189077179928363,1.0128447491626202
47,0.9292346239089966,0.9292346239089966,0.9292346239089966,0.9221081674098969,0.9242892044176164,0.9199271304021773,0.9352296392122904,0.9385660606377465,0.9318932177868343,0.9740283250808716,0.9765976796549211,0.9714589705068221
48,0.887641191482544,0.887641191482544,0.887641191482544,0.8820977151393891,0.8843786122537572,0.8798168180250209,0.8936393857002258,0.8970862172017644,0.8901925541986873,0.9385033249855042,0.940936074525636,0.9360705754453723
49,0.848741888999939,0.848741888999939,0.848741888999939,0.8435986518859864,0.8454688689212819,0.8417284348506908,0.8558591802914938,0.8589013473562707,0.8528170132267169,0.9026474297046662,0.9051649238329752,0.9001299355763571
50,0.8113491535186768,0.8113491535186768,0.8113491535186768,0.8066095411777496,0.8086015118672704,0.8046175704882289,0.8196300665537516,0.8220342284607799,0.8172259046467233,0.8692363381385804,0.8716529928845296,0.8668196833926312
51,0.777766227722168,0.777766227722168,0.777766227722168,0.7717051327228546,0.7737670028495087,0.7696432625962004,0.7860380013783773,0.7881715572530607,0.783904445503694,0.8377028942108155,0.8402583202775507,0.8351474681440803
52,0.7427096366882324,0.7427096366882324,0.7427096366882324,0.7394749879837036,0.7413246332949818,0.7376253426724254,0.7550222675005595,0.757199470298206,0.7528450647029129,0.8074066162109375,0.809615011326516,0.8051982210953589
53,0.7085605263710022,0.7085605263710022,0.7085605263710022,0.7077081024646759,0.7098218808570327,0.705594324072319,0.7247053782145182,0.726701934332462,0.7227088220965744,0.7778655350208282,0.7798363838963742,0.7758946861452822
54,0.6794178485870361,0.6794178485870361,0.6794178485870361,0.6773953557014465,0.6794450105181662,0.6753457008847268,0.6958400011062622,0.6985364497004446,0.6931435525120798,0.7492146015167236,0.7511927939376536,0.7472364090957936
55,0.6483932733535767,0.6483932733535767,0.6483932733535767,0.6488367915153503,0.6507565911731226,0.6469169918575781,0.6667419870694479,0.6693713715076252,0.6641126026312706,0.7224438488483429,0.7244081863116286,0.7204795113850572
56,0.618942379951477,0.618942379951477,0.618942379951477,0.6215092360973358,0.6235574110277794,0.6194610611668921,0.641731858253479,0.6450439702795606,0.6384197462273974,0.6982521891593934,0.7006936145004099,0.6958107638183768
57,0.5941582918167114,0.5941582918167114,0.5941582918167114,0.596140718460083,0.5979937175965179,0.5942877193236481,0.6197571555773417,0.6234985330294496,0.6160157781252338,0.6749877035617828,0.6772122963780338,0.6727631107455319
58,0.568651020526886,0.568651020526886,0.568651020526886,0.5715433657169342,0.5733408233723915,0.569745908061477,0.5975160996119181,0.5999992583813207,0.5950329408425155,0.6530148684978485,0.6552571265637729,0.6507726104319241
59,0.5437590479850769,0.5437590479850769,0.5437590479850769,0.5474540174007416,0.5492597885703585,0.5456482462311247,0.5726390480995178,0.5748514606805009,0.5704266355185348,0.6339056611061096,0.6361598127122933,0.6316515094999259
60,0.5215175151824951,0.5215175151824951,0.5215175151824951,0.5253631711006165,0.5267618412736246,0.5239645009276084,0.5522757371266683,0.554495588224891,0.5500558860284457,0.6139230489730835,0.6158912682033145,0.6119548297428524
61,0.5001968145370483,0.5001968145370483,0.5001968145370483,0.5041862517595291,0.5057204286965185,0.5026520748225398,0.5307981769243876,0.5333209097425915,0.5282754441061837,0.5969932675361633,0.599337615370586,0.5946489197017406
62,0.4793620407581329,0.4793620407581329,0.4793620407581329,0.48348028063774107,0.4850710364558869,0.48188952481959524,0.5118198394775391,0.5129088426176134,0.5107308363374647,0.5797634959220886,0.5822195647711552,0.5773074270730221
63,0.4585364758968353,0.4585364758968353,0.4585364758968353,0.4644098371267319,0.4661531177479406,0.4626665565055232,0.4945349097251892,0.4964514978149801,0.4926183216353983,0.5636282563209534,0.5657820217081394,0.5614744909337673
64,0.4388160407543182,0.4388160407543182,0.4388160407543182,0.4460223466157913,0.4477273473595158,0.44431734587206684,0.4773903687795003,0.47957517444315484,0.4752055631158458,0.5473817348480224,0.5495084747308108,0.5452549949652341
65,0.4219505190849304,0.4219505190849304,0.4219505190849304,0.4286847174167633,0.4304359201944148,0.4269335146391118,0.4608438511689504,0.4635568913393624,0.45813081099853836,0.5333445549011231,0.5351412000200575,0.5315479097821887
66,0.4042252898216247,0.4042252898216247,0.4042252898216247,0.41233494877815247,0.41386583125765225,0.4108040662986527,0.4438228706518809,0.44678275480161755,0.4408629865021443,0.5190630435943604,0.5205465473941209,0.5175795397945999
67,0.3872179687023163,0.3872179687023163,0.3872179687023163,0.39706836044788363,0.39862340004334385,0.3955133208524234,0.4298726220925649,0.43308641048011043,0.42665883370501934,0.5066751718521119,0.5079927963865476,0.5053575473176761
68,0.3713995516300201,0.3713995516300201,0.3713995516300201,0.3822872042655945,0.3838161918059187,0.38075821672527027,0.41704534490903217,0.41993301433798746,0.41415767548007687,0.4955247938632965,0.49674665156421693,0.4943029361623761
69,0.3556696772575378,0.3556696772575378,0.3556696772575378,0.3679945170879364,0.36962784732648063,0.3663611868493922,0.4027721683184306,0.4063635225101552,0.39918081412670603,0.4838920056819916,0.48514751545291757,0.4826364959110656
70,0.3414843082427978,0.3414843082427978,0.3414843082427978,0.354767432808876,0.35643450059398213,0.3531003650237699,0.3917276362578073,0.3943414053686006,0.38911386714701407,0.47380143105983735,0.4751660393985733,0.4724368227211014
71,0.3286450505256653,0.3286450505256653,0.3286450505256653,0.34273031949996946,0.3442722016738492,0.3411884373260897,0.3812037507692973,0.3834460430625053,0.3789614584760893,0.4640416383743286,0.46519388360033886,0.46288939314831834
72,0.3151282668113708,0.3151282668113708,0.3151282668113708,0.33084786534309385,0.33234106162243177,0.32935466906375593,0.3709510266780853,0.3734742412540142,0.36842781210215647,0.45505934953689575,0.45643027681370446,0.45368842226008704
73,0.301839679479599,0.301839679479599,0.301839679479599,0.3193910360336304,0.32091479265490125,0.31786727941235954,0.35902683933575946,0.36147708944884405,0.3565765892226749,0.44561404287815093,0.44727609719608374,0.4439519885602181
74,0.2900515496730804,0.2900515496730804,0.2900515496730804,0.30830335021018984,0.30976613553524374,0.30684056488513595,0.3489270508289337,0.35110022329935,0.34675387835851745,0.4371483325958252,0.4387410708862274,0.435555594305423
75,0.2798526287078857,0.2798526287078857,0.2798526287078857,0.2981052339076996,0.2995936331537702,0.296616834661629,0.3393351038297017,0.3423166520357872,0.33635355562361624,0.42935440838336947,0.43093278661484197,0.42777603015189697
76,0.2699301838874817,0.2699301838874817,0.2699301838874817,0.2882515549659729,0.28983396241197007,0.2866691475199757,0.3318351109822591,0.33355601662629314,0.33011420533822505,0.4222072958946228,0.4235067998928411,0.4209077918964045
77,0.2612791955471039,0.2612791955471039,0.2612791955471039,0.2787190765142441,0.2801709126689309,0.2772672403595573,0.323546439409256,0.32532928052050963,0.32176359829800233,0.4151237517595291,0.41641720515995795,0.41383029835910023
78,0.2535329163074493,0.2535329163074493,0.2535329163074493,0.26970049142837527,0.2711140598919296,0.26828692296482093,0.31641947229703266,0.3185131960416868,0.3143257485523785,0.4081548422574996,0.4098565629202659,0.4064531215947333
79,0.2457550168037414,0.2457550168037414,0.2457550168037414,0.26165510416030885,0.2631629574903675,0.2601472508302502,0.3091175556182861,0.3108201640565422,0.30741494718002993,0.4017532020807266,0.40324025390727164,0.4002661502541816
80,0.2383263260126114,0.2383263260126114,0.2383263260126114,0.253692090511322,0.25517752589176806,0.252206655130876,0.301917165517807,0.3035093980864229,0.3003249329491911,0.39581650495529175,0.3975732667273086,0.3940597431832749
81,0.2298933416604995,0.2298933416604995,0.2298933416604995,0.24602579474449154,0.24741261215595248,0.2446389773330306,0.2952054639657338,0.2959962796765095,0.29441464825495817,0.39184018671512605,0.393189949173873,0.3904904242563791
82,0.2218102067708969,0.2218102067708969,0.2218102067708969,0.23901305794715882,0.24023376018863316,0.2377923557056845,0.29114943742752075,0.2917205175887034,0.2905783572663381,0.38653073012828826,0.38795886277269237,0.38510259748388415
83,0.2145736217498779,0.2145736217498779,0.2145736217498779,0.23229364156723023,0.2334647832585092,0.23112249987595126,0.2864130437374115,0.28744085527039076,0.28538523220443224,0.3821881115436554,0.38368665776822536,0.38068956531908543
84,0.207079216837883,0.207079216837883,0.207079216837883,0.22594714313745495,0.22711061401272667,0.22478367226218324,0.28011056780815125,0.28137119413974393,0.27884994147655856,0.37569816708564757,0.37704045960574617,0.374355874565549
85,0.2018687129020691,0.2018687129020691,0.2018687129020691,0.21986370533704752,0.22088009177325846,0.21884731890083658,0.27512898047765094,0.2758795668255744,0.2743783941297275,0.3713394582271576,0.37256799770389715,0.370110918750418
86,0.1957693845033645,0.1957693845033645,0.1957693845033645,0.21400248259305948,0.21493080212260526,0.2130741630635137,0.2687723636627197,0.2696136032545228,0.2679311240709166,0.3665256559848785,0.3677831441972199,0.3652681677725371
87,0.1907473653554916,0.1907473653554916,0.1907473653554916,0.2082556039094925,0.20912003336810447,0.2073911744508805,0.2646342913309732,0.265933978090764,0.2633346045711824,0.36222890615463255,0.36371566848569836,0.36074214382356673
88,0.1852446943521499,0.1852446943521499,0.1852446943521499,0.20332472175359723,0.20426425598280917,0.20238518752438528,0.26009722550710035,0.2616244110338564,0.2585700399803443,0.3598629832267761,0.3609942227139441,0.35873174373960814
89,0.1791132539510727,0.1791132539510727,0.1791132539510727,0.19863913953304288,0.19948335105539053,0.19779492801069523,0.256423940261205,0.2571700447980406,0.2556778357243694,0.35718503296375276,0.3582951025351199,0.3560749633923856
90,0.1742443740367889,0.1742443740367889,0.1742443740367889,0.19317724257707597,0.19401985775454217,0.19233462739960977,0.2516501843929291,0.2525013121997373,0.25079905658612084,0.3544812113046646,0.3555465289138593,0.3534158936954699
91,0.168489933013916,0.168489933013916,0.168489933013916,0.18848666995763777,0.18933647501006967,0.18763686490520587,0.24749264617760972,0.24824435658821128,0.24674093576700815,0.3503667652606964,0.3513423426447036,0.34939118787668916
92,0.1638254672288894,0.1638254672288894,0.1638254672288894,0.184333336353302,0.18518672329351918,0.18347994941308485,0.24464892844359076,0.2458755311992775,0.24342232568790403,0.3477345436811447,0.3489851792835757,0.3464839080787137
93,0.1585665941238403,0.1585665941238403,0.1585665941238403,0.18058964312076567,0.1812688040704628,0.17991048217106853,0.24252728621164954,0.24354779949502758,0.2415067729282715,0.34661549925804136,0.3476450999776269,0.34558589853845584
94,0.1541936695575714,0.1541936695575714,0.1541936695575714,0.17655802071094512,0.1772329695557712,0.17588307186611904,0.23957536617914835,0.24049320542097477,0.23865752693732192,0.3448072910308838,0.34580361668927034,0.3438109653724973
95,0.1509918719530105,0.1509918719530105,0.1509918719530105,0.1727452054619789,0.17343186683932288,0.17205854408463495,0.23668711880842838,0.2384406388112281,0.23493359880562867,0.3421353489160538,0.3433416210082965,0.3409290768238111
96,0.1490762680768966,0.1490762680768966,0.1490762680768966,0.16892601400613783,0.16962601003656497,0.16822601797571068,0.23415102064609525,0.23590728458513255,0.23239475670705795,0.34021827876567834,0.34141705765928654,0.33901949987207014
97,0.1449880897998809,0.1449880897998809,0.1449880897998809,0.16579664647579193,0.16666196545717496,0.1649313274944089,0.23066151638825735,0.23236922112504316,0.22895381165147155,0.340001055598259,0.3408428968593387,0.33915921433717927
98,0.1407337784767151,0.1407337784767151,0.1407337784767151,0.16304487287998198,0.16364185791867536,0.1624478878412886,0.22952598333358765,0.23057411705909078,0.2284778496080845,0.3388676106929779,0.33991014856017326,0.3378250728257825
99,0.1375573724508285,0.1375573724508285,0.1375573724508285,0.16038610339164733,0.1611196071361149,0.15965259964717976,0.2266154090563456,0.2278352689713656,0.22539554914132562,0.33693928420543673,0.33775783888243277,0.3361207295284407
100,0.133805826306343,0.133805826306343,0.133805826306343,0.15715380311012267,0.15793495971341986,0.15637264650682547,0.22378883262475333,0.22561331695987055,0.2219643482896361,0.3351952016353607,0.3360366140919292,0.3343537891787922
101,0.1308736801147461,0.1308736801147461,0.1308736801147461,0.1547841504216194,0.1556135293799627,0.15395477146327607,0.22282096246878302,0.22401777929451816,0.2216241456430479,0.3332244575023651,0.33418092703878,0.33226798796595025
102,0.1280438601970672,0.1280438601970672,0.1280438601970672,0.15254325717687606,0.1532488428592573,0.1518376714944948,0.2199423064788182,0.22131190050902097,0.21857271244861545,0.3314996808767319,0.33243734037103073,0.330562021382433
103,0.1261667311191558,0.1261667311191558,0.1261667311191558,0.15045970082283017,0.15124134165274197,0.14967805999291836,0.21761527160803473,0.2179060937950172,0.21732444942105225,0.3295128017663956,0.3302039569834821,0.32882164654930907
104,0.1236024498939514,0.1236024498939514,0.1236024498939514,0.14807361662387847,0.14869333998778905,0.14745389325996788,0.21669080356756842,0.2171347016979038,0.21624690543723304,0.3282176822423935,0.32898669202278036,0.32744867246200665
105,0.1202767118811607,0.1202767118811607,0.1202767118811607,0.14632668942213056,0.14702895651992268,0.14562442232433845,0.21440544724464414,0.21473022557788035,0.21408066891140792,0.3281190901994705,0.3289601264693971,0.3272780539295439
106,0.1183759346604347,0.1183759346604347,0.1183759346604347,0.14475080519914624,0.14538469152408215,0.14411691887421033,0.2137095828851064,0.21510749956723724,0.2123116662029756,0.3265713393688202,0.3274089163652075,0.3257337623724329
107,0.1149621084332466,0.1149621084332466,0.1149621084332466,0.1428364738821983,0.14350858960935217,0.14216435815504444,0.21157993376255033,0.21331144549488026,0.2098484220302204,0.32512904703617096,0.32621671676625347,0.32404137730608845
108,0.1135876402258873,0.1135876402258873,0.1135876402258873,0.14118071645498273,0.1416825702207898,0.14067886268917565,0.2091793864965438,0.2110531217525505,0.2073056512405371,0.3252743870019913,0.326305539151882,0.3242432348521006
109,0.1119670495390892,0.1119670495390892,0.1119670495390892,0.13985741436481475,0.14037588962393635,0.13933893910569314,0.20850574970245353,0.21080381119022062,0.20620768821468644,0.32489579916000366,0.32565982424053896,0.32413177407946836
110,0.1100098937749862,0.1100098937749862,0.1100098937749862,0.13847075998783112,0.13918162460859027,0.13775989536707198,0.20883667965730032,0.21143045633664317,0.20624290297795747,0.32449029982089994,0.32527993584940096,0.3237006637923989
111,0.1078107878565788,0.1078107878565788,0.1078107878565788,0.13620521426200866,0.1369084800714903,0.135501948452527,0.20874439179897306,0.21053287200528048,0.20695591159266563,0.324446427822113,0.3254401994257164,0.32345265621850966
112,0.1069323122501373,0.1069323122501373,0.1069323122501373,0.1348619759082794,0.13562128913460808,0.1341026626819507,0.2078427424033482,0.2093960212562607,0.20628946355043573,0.3228173106908798,0.3242161284341963,0.32141849294756336
113,0.1048103049397468,0.1048103049397468,0.1048103049397468,0.13370165079832072,0.13440644516136227,0.13299685643527917,0.20681402583916983,0.20808802646933713,0.20554002520900252,0.3232351362705231,0.3244277764709253,0.32204249607012086
114,0.1035243794322013,0.1035243794322013,0.1035243794322013,0.13240544348955155,0.13312654708930635,0.13168433988979675,0.20541858176390326,0.20683770233563495,0.20399946119217158,0.3237899452447891,0.3250390144074847,0.3225408760820935
115,0.1018166467547416,0.1018166467547416,0.1018166467547416,0.13121325224637984,0.13198225932598387,0.1304442451667758,0.20451532304286954,0.20630304330959565,0.20272760277614343,0.3230115294456482,0.3243680384494582,0.3216550204418382
116,0.1015551686286926,0.1015551686286926,0.1015551686286926,0.13041959404945372,0.13108083807341203,0.1297583500254954,0.20305829246838883,0.2052583434526284,0.20085824148414927,0.32091744542121886,0.3221354974640537,0.31969939337838404
117,0.1011947020888328,0.1011947020888328,0.1011947020888328,0.12983964830636976,0.13047742611736,0.12920187049537954,0.20234490931034085,0.20425763758595228,0.20043218103472943,0.3212906002998352,0.322609892528705,0.3199713080709654
118,0.0996865108609199,0.0996865108609199,0.0996865108609199,0.1283149495720863,0.12896151643331577,0.12766838271085684,0.20120782653490696,0.20300235516610118,0.19941329790371273,0.3200139939785004,0.3213388899090836,0.3186890980479172
119,0.0978473275899887,0.0978473275899887,0.0978473275899887,0.1277968257665634,0.12840850314478766,0.12718514838833914,0.20275277892748508,0.20284557694601518,0.20265998090895498,0.3193263620138168,0.3207148582434214,0.31793786578421224
120,0.0959957242012023,0.0959957242012023,0.0959957242012023,0.1263472206890583,0.1269292787146944,0.1257651626634222,0.20287277797857914,0.2032114549943374,0.20253410096282087,0.3183123379945755,0.3194411623791629,0.31718351360998803
121,0.0952984914183616,0.0952984914183616,0.0952984914183616,0.12544503360986708,0.12596796736955668,0.1249220998501775,0.20119145512580863,0.20190155799722628,0.20048135225439098,0.31916962265968324,0.3202906492867537,0.31804859603261276
122,0.0943413153290748,0.0943413153290748,0.0943413153290748,0.12439267337322232,0.12479950641123946,0.12398584033520518,0.2006802260875702,0.20104866837165572,0.20031178380348466,0.31909953951835635,0.31987471538636186,0.31832436365035083
123,0.0935798436403274,0.0935798436403274,0.0935798436403274,0.12344195246696466,0.12374000771066115,0.12314389722326816,0.19956716895103446,0.20018202384464437,0.19895231405742456,0.3188346266746521,0.31989504676084746,0.3177742065884568
124,0.0918503403663635,0.0918503403663635,0.0918503403663635,0.1228950515389442,0.12328055113732046,0.12250955194056794,0.19985142350196838,0.20055438231922298,0.19914846468471378,0.32081489861011503,0.3225678089052788,0.31906198831495125
125,0.0906046628952026,0.0906046628952026,0.0906046628952026,0.1223080590367317,0.12267296932680063,0.12194314874666276,0.1997284839550654,0.20015806392584726,0.19929890398428354,0.32038700580596924,0.3219429972439647,0.3188310143679738
126,0.0898386090993881,0.0898386090993881,0.0898386090993881,0.12159299701452253,0.12176111985825122,0.12142487417079384,0.19947160283724463,0.20031084070632238,0.19863236496816689,0.320758655667305,0.3223325873613136,0.3191847239732964
