iter,data_weight_noise_0.001_mean,data_weight_noise_0.001_upper,data_weight_noise_0.001_lower,data_weight_noise_0.01_mean,data_weight_noise_0.01_upper,data_weight_noise_0.01_lower,data_weight_noise_0.1_mean,data_weight_noise_0.1_upper,data_weight_noise_0.1_lower,data_weight_noise_1.0_mean,data_weight_noise_1.0_upper,data_weight_noise_1.0_lower
62,0.4774720758199692,0.47873858654463525,0.47620556509530315,0.47755899727344514,0.4790859217903579,0.47603207275653237,0.48354690670967104,0.4853056904494293,0.4817881229699128,0.9453896164894104,0.948019529681192,0.9427597032976289
63,0.4575712442398071,0.45872681309971663,0.4564156753798976,0.4576765537261963,0.45903458655543555,0.45631852089695707,0.46389077305793763,0.46543227905307316,0.4623492670628021,0.9342540621757507,0.9374320395114868,0.9310760848400146
64,0.43873703181743623,0.4398280976439591,0.4376459659909134,0.43900311589241026,0.4403089035008695,0.437697328283951,0.4457483500242233,0.44740623858646583,0.4440904614619808,0.923978465795517,0.926950895226952,0.9210060363640821
65,0.42106608748435975,0.42216730902947436,0.41996486593924515,0.4213894635438919,0.42269452717204786,0.42008439991573593,0.42808349132537843,0.4297166443495354,0.4264503383012215,0.913260680437088,0.9164888086900879,0.9100325521840881
66,0.40379939675331117,0.40476666421738156,0.4028321292892408,0.40415731966495516,0.40546697064986886,0.40284766868004146,0.4112489610910416,0.412792813927942,0.4097051082541412,0.9057273268699646,0.9090789854048624,0.9023756683350668
67,0.3881115347146988,0.38906417633805773,0.38715889309133983,0.3885000109672546,0.3897282459187062,0.38727177601580304,0.3955828815698624,0.39695904874139937,0.3942067143983254,0.8979795277118683,0.9006637826028935,0.8952952728208431
68,0.37273886501789094,0.3738154669954105,0.37166226304037137,0.37334276735782623,0.37470630256717496,0.3719792321484775,0.38006092309951783,0.38130705625909306,0.3788147899399426,0.8909930408000946,0.8934318211460531,0.888554260454136
69,0.3582305908203125,0.3593574895301406,0.3571036921104844,0.35825991034507754,0.35967509141632453,0.35684472927383054,0.36522509157657623,0.3664643865170203,0.3639857966361322,0.8831704080104827,0.8853825162112521,0.8809582998097134
70,0.34439597129821775,0.34566817008410844,0.34312377251232706,0.34420762956142426,0.34564474428972763,0.3427705148331209,0.3514742136001587,0.35269937956643455,0.3502490476338828,0.8755783200263977,0.8777043679735123,0.8734522720792831
71,0.33177928328514095,0.3328537494492194,0.3307048171210625,0.3315204411745071,0.33278849404010646,0.3302523883089077,0.33845663666725156,0.3396072020710323,0.33730607126347084,0.8693116068840027,0.8717980803977888,0.8668251333702165
72,0.31888585686683657,0.31993953592199387,0.3178321778116793,0.3185604840517044,0.3197975131261725,0.3173234549772363,0.326119863986969,0.327268324531117,0.32497140344282105,0.8612998604774476,0.8641671034485244,0.8584326175063707
73,0.3065086901187897,0.30759242292099725,0.3054249573165821,0.30625283122062685,0.3074848668344708,0.3050207956067829,0.31435385942459104,0.31554020310446074,0.31316751574472135,0.8551056742668152,0.8585519066627045,0.8516594418709258
74,0.29488625526428225,0.2958376783919443,0.2939348321366202,0.29463549256324767,0.2957629713798224,0.29350801374667296,0.30285319983959197,0.3039857330597436,0.30172066661944036,0.8499926149845123,0.8529857438133656,0.846999486155659
75,0.28426416516304015,0.28537089758885037,0.28315743273722993,0.28381162583827974,0.28496611846183656,0.2826571332147229,0.2920301526784897,0.29316576679160855,0.29089453856537084,0.846110874414444,0.8490094340717624,0.8432123147571255
76,0.2743612378835678,0.2754864515484687,0.27323602421866694,0.2739844679832458,0.27513797807278256,0.2728309578937091,0.2818623065948486,0.28294992299768557,0.2807746901920117,0.8407065868377686,0.8434958457238084,0.8379173279517287
77,0.2646572679281235,0.2657809210994206,0.2635336147568264,0.264305180311203,0.26548965760558496,0.263120703016821,0.27158806920051576,0.2726634457074424,0.27051269269358913,0.834590345621109,0.8376144193838478,0.8315662718583702
78,0.2549936056137085,0.2561159717795744,0.25387123944784257,0.25474551916122434,0.2558168047922699,0.25367423353017876,0.26227480173110956,0.2632154536175202,0.26133414984469894,0.8319413423538208,0.8349018652119176,0.828980819495724
79,0.2463925823569298,0.24751072442748495,0.24527444028637463,0.24628517031669617,0.24747241786122626,0.24509792277216608,0.2535049870610237,0.2545026336938178,0.2525073404282296,0.8291439294815064,0.8316190810664364,0.8266687778965763
80,0.23776144981384278,0.238766552125026,0.23675634750265956,0.23799477964639665,0.23907116855097513,0.23691839074181817,0.24492157548666,0.24572608726962036,0.24411706370369962,0.8259249806404114,0.8285696996429008,0.823280261637922
81,0.22989731132984156,0.23083739171121934,0.2289572309484638,0.22998087555170055,0.23105199691565978,0.22890975418774132,0.23664337694644924,0.23752848609947375,0.23575826779342474,0.8224490821361542,0.8250839622379533,0.8198142020343551
82,0.2222583293914795,0.22314920884349562,0.22136744993946336,0.22230353057384492,0.22325714665083315,0.22134991449685668,0.2294443055987358,0.23034206797534487,0.22854654322212672,0.818626880645752,0.8215271797233,0.8157265815682039
83,0.21553873419761657,0.21617107922795453,0.2149063891672786,0.21548810452222825,0.2163841274350479,0.2145920816094086,0.22252838909626008,0.22351400512741035,0.2215427730651098,0.8135549426078796,0.8156272580494844,0.8114826271662748
84,0.20827993154525754,0.20887825009331515,0.20768161299719992,0.20822519063949585,0.2091250810430029,0.2073253002359888,0.21527055650949473,0.21620542719918082,0.21433568581980864,0.8107798159122467,0.8131476715791115,0.8084119602453819
85,0.2022326409816742,0.2028926650255976,0.2015726169377508,0.20212822705507277,0.2029994272247614,0.20125702688538416,0.20882905870676036,0.20983553403287447,0.20782258338064624,0.8073448956012725,0.8097078273005364,0.8049819639020087
86,0.19615336060523986,0.19685968834193351,0.1954470328685462,0.19604145139455795,0.19678025962508403,0.19530264316403187,0.20298326164484023,0.20394488574155661,0.20202163754812386,0.8051223635673523,0.8071978949805245,0.8030468321541802
87,0.19029527455568312,0.19097877820070422,0.18961177091066203,0.1900032818317413,0.19070616638742205,0.18930039727606057,0.19713424146175382,0.19810579651199897,0.19616268641150866,0.8016661286354065,0.8041780270205462,0.7991542302502669
88,0.1850785657763481,0.18564156739367707,0.18451556415901912,0.18476317673921583,0.18537432860579311,0.18415202487263854,0.19150779247283933,0.19247140396572718,0.1905441809799515,0.8023858487606048,0.8046539187391635,0.8001177787820462
89,0.17978977859020234,0.18031492363583587,0.1792646335445688,0.1795263290405273,0.18013159850392158,0.178921059577133,0.1862422317266464,0.18722662776614923,0.18525783568714355,0.8016702353954315,0.8039957793939647,0.7993446913968982
90,0.17440202236175537,0.17478638723045484,0.1740176574930559,0.1743857443332672,0.1750366234930926,0.1737348651734418,0.18088267892599103,0.18184036797686617,0.17992498987511588,0.7996851325035095,0.8021979685239653,0.7971722964830537
91,0.1693060278892517,0.16965329663037645,0.16895875914812694,0.16908933520317077,0.16971817953092194,0.1684604908754196,0.1755656734108925,0.176537797398207,0.174593549423578,0.7957381308078766,0.7976346633191911,0.7938415982965621
92,0.16472047567367548,0.16526763608445605,0.16417331526289491,0.16412856131792067,0.16466760210282783,0.1635895205330135,0.1708169013261795,0.17174202465341248,0.1698917779989465,0.7932817101478576,0.7949046912909992,0.7916587290047161
93,0.16037797182798383,0.16096399730886032,0.15979194634710733,0.15978813022375105,0.16023402716900184,0.15934223327850025,0.16631860882043836,0.16725162082626993,0.1653855968146068,0.7909224808216095,0.7927917907957585,0.7890531708474606
94,0.156090971827507,0.15665464972721058,0.15552729392780343,0.1553666993975639,0.1559565231425957,0.1547768756525321,0.16173766255378721,0.16261851916811623,0.1608568059394582,0.7891420125961304,0.7905054244960805,0.7877786006961802
95,0.1520161315798759,0.15258539441136287,0.15144686874838892,0.15166366547346116,0.15219531104417686,0.15113201990274547,0.15813910514116286,0.15899320332706526,0.15728500695526046,0.7881061792373657,0.7894807984370035,0.7867315600377279
96,0.14805322140455243,0.14850050777010487,0.147605935039,0.14838786125183104,0.14880665923638667,0.1479690632672754,0.15459031313657756,0.15540608707822443,0.1537745391949307,0.7860529780387878,0.7879216917911143,0.7841842642864614
97,0.14490036368370054,0.14567537865228858,0.1441253487151125,0.14501549899578092,0.14558178085726944,0.1444492171342924,0.15109453499317166,0.1519596572520758,0.15022941273426751,0.7855183362960816,0.7873942162912524,0.7836424563009108
98,0.14175635725259778,0.142367960719384,0.14114475378581154,0.14153970927000042,0.14205042407903742,0.14102899446096342,0.14768285453319546,0.14830118348390467,0.14706452558248626,0.7859395146369934,0.7880947212373559,0.7837843080366309
99,0.1384845748543739,0.13909997928858403,0.13786917042016378,0.1385749816894531,0.1391497021754348,0.1380002612034714,0.14500300139188765,0.14573359886760537,0.14427240391616994,0.7815546095371246,0.7838666001884705,0.7792426188857787
100,0.13507616221904753,0.13575612985161553,0.13439619458647953,0.13516840338706967,0.1357670149415283,0.13456979183261106,0.14166260957717894,0.14246608096528537,0.1408591381890725,0.7812474727630615,0.7835285406788016,0.7789664048473214
101,0.13243244737386703,0.13296398716388919,0.13190090758384487,0.1324834257364273,0.13307622337144873,0.13189062810140587,0.13867753297090527,0.13938048486034496,0.13797458108146557,0.7805513203144073,0.7828345488061564,0.7782680918226582
102,0.12989873737096785,0.1304427055481993,0.1293547691937364,0.1302385255694389,0.13091255861335999,0.12956449252551783,0.13619143664836883,0.13671205296023667,0.135670820336501,0.7802913069725037,0.782611835166789,0.7779707787782184
103,0.12720389738678933,0.12787853294065993,0.12652926183291874,0.1275505445897579,0.12827185409961592,0.12682923507989988,0.1333177030086517,0.13381661392086883,0.13281879209643457,0.7793022751808166,0.7818096000134942,0.7767949503481391
104,0.12468160241842267,0.1253465528929355,0.12401665194390984,0.12482581585645672,0.12544311110175066,0.12420852061116278,0.1306787759065628,0.13115091364941772,0.13020663816370787,0.7811307609081268,0.7837935158652084,0.7784680059510453
105,0.12219233289360995,0.12294335142764158,0.12144131435957832,0.12225641608238216,0.12293846496781637,0.12157436719694796,0.1285707101225853,0.12913573187963218,0.12800568836553844,0.7833610832691192,0.7858282387469664,0.7808939277912721
106,0.12051949501037593,0.12112208821108374,0.11991690180966812,0.12013267427682872,0.12076368955732632,0.11950165899633113,0.1270524203777313,0.12764205755266814,0.12646278320279444,0.7839366614818573,0.7859221855724146,0.7819511373913
107,0.118292211741209,0.11894424791002525,0.11764017557239276,0.11795791387557979,0.11861571157671319,0.11730011617444638,0.12481155395507808,0.12543068225449341,0.12419242565566273,0.7830326616764068,0.7850601408233309,0.7810051825294828
108,0.11614986509084697,0.1168452594657981,0.11545447071589585,0.11618764400482173,0.11681782866285773,0.11555745934678574,0.12289572954177855,0.12355085047663053,0.12224060860692657,0.7842985033988953,0.7855412279114017,0.7830557788863889
109,0.11401190161705015,0.11473798680598085,0.11328581642811944,0.1140163585543632,0.11461887939204929,0.11341383771667712,0.12116581946611402,0.12182989223786182,0.12050174669436621,0.7838677525520324,0.785909692459828,0.7818258126442369
110,0.11202787756919859,0.11269220822012041,0.11136354691827677,0.1127190083265304,0.11332636134548889,0.1121116553075719,0.11940003782510752,0.12002903572547839,0.11877103992473666,0.7839647591114044,0.786423105788189,0.7815064124346198
111,0.1098344445228576,0.11050744108433397,0.10916144796138122,0.11065140590071673,0.11122704093546387,0.11007577086596959,0.11764233112335201,0.11816251984946215,0.11712214239724188,0.7845749855041504,0.7868521847014714,0.7822977863068293
112,0.10828634053468703,0.10888247927916817,0.10769020179020589,0.10906873643398278,0.10961256329988936,0.1085249095680762,0.1159151010215282,0.11643231219456884,0.11539788984848756,0.7834477245807647,0.7857326370291249,0.7811628121324046
113,0.10670934990048404,0.10719381611708653,0.10622488368388155,0.10726339071989052,0.10773381485587957,0.10679296658390147,0.11465626284480093,0.11526060603445136,0.1140519196551505,0.7810614705085754,0.7833463268186682,0.7787766141984827
114,0.10540499836206434,0.10588985707135029,0.10492013965277838,0.10567736029624934,0.10614261122656936,0.10521210936592933,0.11354559436440463,0.11429204584759402,0.11279914288121524,0.7821554660797119,0.7840060103371714,0.7803049218222523
115,0.10388431176543231,0.10435772780257344,0.10341089572829118,0.10388557836413378,0.10434051644816544,0.10343064028010213,0.11151331737637515,0.11219113493613873,0.11083549981661157,0.7825144767761231,0.7842002323018661,0.78082872125038
116,0.10239786654710765,0.10279359693393803,0.10200213616027728,0.10244500488042829,0.10275616310990299,0.1021338466509536,0.11027804091572757,0.11085650722640827,0.10969957460504687,0.7827056765556335,0.7848120272380411,0.7805993258732259
117,0.10159402489662166,0.10195926653368645,0.10122878325955686,0.10166865214705463,0.1019175731569335,0.10141973113717576,0.10940642207860943,0.11005141603954352,0.10876142811767534,0.782186233997345,0.7839747982816266,0.7803976697130633
118,0.10011406615376468,0.1005410266495943,0.09968710565793507,0.09995622634887691,0.10026742093633008,0.09964503176142374,0.10770652890205379,0.10840009820809862,0.10701295959600896,0.7829881191253663,0.7856081847448363,0.7803680535058962
119,0.09875224754214282,0.09917431623039992,0.09833017885388572,0.09907609671354292,0.09937823484662194,0.09877395858046391,0.10604628622531886,0.10668303711086105,0.10540953533977668,0.7810269474983216,0.783649220999345,0.7784046739972982
120,0.09784479588270183,0.09827386283294191,0.09741572893246174,0.0977949537336826,0.09809308801596385,0.09749681945140136,0.10493926256895061,0.10556922500918918,0.10430930012871205,0.7826521217823028,0.7852535729330211,0.7800506706315845
121,0.09719173088669772,0.09769301955587968,0.09669044221751576,0.09723873585462565,0.09757229549526038,0.09690517621399093,0.10399974286556242,0.1046397124639438,0.10335977326718104,0.779963880777359,0.7827991836470222,0.7771285779076958
122,0.09625030830502508,0.09675900940749559,0.09574160720255458,0.09645399302244181,0.0967896434791177,0.09611834256576593,0.10270017236471171,0.10334159874909359,0.10205874598032984,0.7806257963180542,0.7831183946956946,0.7781331979404138
123,0.09533980488777156,0.09590050012504107,0.09477910965050206,0.09550136923789973,0.09590983013385236,0.0950929083419471,0.10193658694624894,0.10266450406916484,0.10120866982333303,0.7811334371566773,0.7833162574875715,0.778950616825783
124,0.09434064701199527,0.09481911603350518,0.09386217799048535,0.09456387832760806,0.09492173165245041,0.0942060250027657,0.101076728105545,0.10173902060511801,0.10041443560597198,0.783100163936615,0.7856933299546788,0.7805069979185512
125,0.09346907362341877,0.09383597260651057,0.09310217464032698,0.09366721436381337,0.09395393580852007,0.09338049291910666,0.10066356435418125,0.10119007340807148,0.10013705530029102,0.7830375254154205,0.7857010556178722,0.7803739952129688
126,0.09273888841271397,0.09297085258739543,0.0925069242380325,0.09264160767197606,0.09290940670127001,0.0923738086426821,0.1000802136957645,0.10061951512290572,0.09954091226862329,0.7835313498973846,0.7861605673023195,0.7809021324924497
