iter,data_weight_noise_0.001_mean,data_weight_noise_0.001_upper,data_weight_noise_0.001_lower,data_weight_noise_0.01_mean,data_weight_noise_0.01_upper,data_weight_noise_0.01_lower,data_weight_noise_0.1_mean,data_weight_noise_0.1_upper,data_weight_noise_0.1_lower,data_weight_noise_1.0_mean,data_weight_noise_1.0_upper,data_weight_noise_1.0_lower
211,0.07967274263501165,0.08002208745466116,0.07932339781536213,0.0798639245331287,0.08031870906347693,0.07940914000278046,0.08627052083611483,0.0867790637665073,0.08576197790572236,0.8020886719226837,0.8039195404206512,0.8002578034247163
212,0.07983242347836489,0.08021224876594613,0.07945259819078365,0.07999915108084674,0.08050541784010819,0.07949288432158529,0.0866281725466251,0.0871862021841429,0.08607014290910729,0.803861665725708,0.8057532108608719,0.8019701205905442
213,0.07945896610617634,0.07989239253358014,0.07902553967877253,0.07988338172435756,0.08040495062577473,0.0793618128229404,0.08671192452311513,0.0872456104750685,0.08617823857116176,0.8040954530239105,0.8054069194155923,0.8027839866322287
214,0.07970276325941081,0.08016967096399533,0.07923585555482629,0.08005661740899084,0.0805247636380797,0.07958847117990198,0.08685400709509847,0.08739780479541313,0.0863102093947838,0.8042738139629364,0.8057412463650779,0.8028063815607949
215,0.07949981093406673,0.07998720917526446,0.079012412692869,0.07996701151132576,0.08044089738283033,0.0794931256398212,0.08675995692610736,0.08725952362300722,0.08626039022920749,0.8035691499710083,0.8049923665725643,0.8021459333694522
216,0.07948869913816449,0.0799055879325854,0.07907181034374358,0.08007751330733295,0.0805887670986483,0.0795662595160176,0.08662490919232367,0.0870598911048914,0.08618992727975594,0.8026562094688415,0.8042301919473005,0.8010822269903826
217,0.07978669330477711,0.0800917181860312,0.07948166842352303,0.0799151301383972,0.08047350962288581,0.07935675065390858,0.08657835796475405,0.08697915732085096,0.08617755860865714,0.8022398889064789,0.8035010188233525,0.8009787589896054
218,0.07993881776928899,0.08022854734673626,0.07964908819184172,0.07993052601814268,0.08036121697477615,0.07949983506150922,0.08668573945760723,0.08702201831306672,0.08634946060214774,0.8035968840122223,0.8050809155493721,0.8021128524750725
219,0.07994909584522243,0.0802241351776619,0.07967405651278296,0.07997448220849032,0.08049146323138334,0.0794575011855973,0.08684638068079945,0.08722738520229532,0.08646537615930357,0.8022340953350067,0.8037011275612128,0.8007670631088005
220,0.07993017435073849,0.08029762806011832,0.07956272064135865,0.08005122989416115,0.08051745991222699,0.07958499987609531,0.08696845546364781,0.08728283751809796,0.08665407340919767,0.8025666773319244,0.8038374132066647,0.8012959414571842
221,0.08010096177458757,0.08045328646316727,0.07974863708600788,0.07985633909702296,0.08034701570557792,0.07936566248846799,0.08696549460291858,0.08733515342635852,0.08659583577947864,0.8024322628974915,0.8037954966687791,0.8010690291262038
222,0.08048409000039095,0.08090436320687097,0.08006381679391092,0.08007021844387048,0.08065785635462729,0.07948258053311368,0.08728138208389277,0.08760371012682466,0.08695905404096088,0.803719037771225,0.805372788787656,0.802065286754794
223,0.08057763352990147,0.08099166981553775,0.08016359724426518,0.08018364384770386,0.08082061128376837,0.07954667641163936,0.0870913706719875,0.08743701528163385,0.08674572606234114,0.8044258058071136,0.805765232261141,0.8030863793530862
224,0.08024368882179259,0.08061400499473931,0.07987337264884586,0.08034024462103838,0.08105923896870276,0.079621250273374,0.08695639967918392,0.08731213465021048,0.08660066470815736,0.802191162109375,0.8037149320566859,0.8006673921620642
225,0.080173610150814,0.08062437105910124,0.07972284924252677,0.08016697019338606,0.08086922852564622,0.0794647118611259,0.08715387657284732,0.08760546436196442,0.08670228878373021,0.8032362878322601,0.8048628409652825,0.8016097346992377
226,0.08037424907088277,0.08088529204823422,0.07986320609353131,0.08033537939190859,0.08093426526523315,0.07973649351858403,0.0874566242098808,0.08789648512804525,0.08701676329171636,0.8034439742565155,0.8048370935709724,0.8020508549420585
227,0.08096858263015742,0.0813977326797624,0.08053943258055245,0.08027850985527037,0.08098284339821278,0.07957417631232795,0.08764638826251028,0.08807689375535117,0.08721588276966939,0.8024887502193451,0.8038009810672305,0.8011765193714596
228,0.08071647435426707,0.08101733779826009,0.08041561091027405,0.0806740492582321,0.08134114924203119,0.08000694927443301,0.08740334659814833,0.08775924653634333,0.08704744665995333,0.8039238393306732,0.8057645008508466,0.8020831778104999
229,0.08102129101753228,0.08127904019099809,0.08076354184406646,0.08052511885762212,0.08106886450384584,0.0799813732113984,0.08731778264045709,0.08768381506420272,0.08695175021671145,0.8045934975147248,0.8062051668110154,0.8029818282184341
230,0.08046759739518163,0.08078218039176292,0.08015301439860033,0.08045014739036555,0.08102841616087511,0.07987187861985598,0.08739657849073404,0.08773475228051443,0.08705840470095365,0.8043528854846954,0.806470962928029,0.8022348080413618
231,0.08052965402603145,0.0808818147256201,0.08017749332644279,0.08042923808097835,0.08106013111887803,0.07979834504307867,0.08736803829669948,0.08777452162762767,0.08696155496577129,0.8036688804626465,0.8056784191216954,0.8016593418035977
232,0.08086503446102138,0.08128561748500653,0.08044445143703623,0.08036649078130717,0.08091270313152227,0.07982027843109207,0.08749119043350215,0.08772724597241192,0.08725513489459237,0.80345818400383,0.8056273503150144,0.8012890176926455
233,0.08071102425456043,0.08116553627543212,0.08025651223368875,0.08021479472517962,0.08075448680792312,0.07967510264243612,0.08752089440822597,0.08781662813848735,0.08722516067796458,0.8036338865756989,0.8056652754595393,0.8016024976918585
234,0.08063730746507643,0.08101333033117526,0.08026128459897759,0.08025175109505649,0.080846297378854,0.07965720481125897,0.08746189996600147,0.08778739053078746,0.08713640940121548,0.8041947782039642,0.8064239247730198,0.8019656316349086
235,0.08082882612943645,0.08121598317067602,0.08044166908819689,0.08053012564778322,0.08109466244240063,0.07996558885316582,0.08778906539082523,0.08809429688256369,0.08748383389908677,0.8047784686088562,0.8073028806444216,0.8022540565732907
236,0.0809037089347839,0.08123011335958205,0.08057730450998574,0.0804763056337833,0.08110404453617695,0.07984856673138965,0.08757742717862127,0.08800972657240247,0.08714512778484007,0.8057821810245513,0.8085213760664426,0.8030429859826601
237,0.08080968335270879,0.08111711535571822,0.08050225134969935,0.08067416325211517,0.0812635496871236,0.08008477681710674,0.08783721476793281,0.088284302120498,0.08739012741536763,0.8060181438922882,0.8084449093586644,0.803591378425912
238,0.080744531750679,0.08115099987251305,0.08033806362884495,0.08053676635026927,0.08097748921963177,0.08009604348090676,0.08759090825915332,0.08799404116591064,0.087187775352396,0.8068727016448974,0.8093143604511934,0.8044310428386015
239,0.08078642040491099,0.08113761991927049,0.0804352208905515,0.08067499548196787,0.08117948964763132,0.08017050131630442,0.08755820021033281,0.08792822762768132,0.0871881727929843,0.8071876049041748,0.8094716055077071,0.8049036043006426
240,0.08131930306553836,0.0815932486438459,0.08104535748723082,0.08075728714466093,0.08112686694458558,0.08038770734473628,0.08753013834357257,0.08792498479582388,0.08713529189132126,0.8062665939331055,0.8081848913784532,0.8043482964877579
241,0.08113027960062025,0.08142340687262768,0.08083715232861281,0.08091220706701276,0.08127931512806173,0.08054509900596378,0.08730181008577342,0.08769636220418726,0.08690725796735958,0.8059771955013275,0.8074881992095736,0.8044661917930814
242,0.08092506378889078,0.08128755747391932,0.08056257010386224,0.08086445406079289,0.08129131403056965,0.08043759409101613,0.08762767240405078,0.08804858047095977,0.08720676433714179,0.8038613200187683,0.8054076973064791,0.8023149427310575
243,0.08100929036736483,0.08139418519812726,0.0806243955366024,0.08147359415888783,0.08188334693048498,0.08106384138729068,0.087980867922306,0.08849284852862072,0.08746888731599128,0.8038300633430481,0.8055298760264639,0.8021302506596323
244,0.08102070763707159,0.08149861188065864,0.08054280339348453,0.08157798126339909,0.08204928385203045,0.08110667867476773,0.08841019272804257,0.0888958748920599,0.08792451056402524,0.8042525708675384,0.8063448408258544,0.8021603009092224
245,0.0807900696992874,0.08121984397146287,0.08036029542711193,0.08173953071236605,0.08213748874958243,0.08134157267514966,0.08806379660964009,0.08855988946148871,0.08756770375779147,0.8032065749168396,0.8049491335124185,0.8014640163212606
246,0.08050004243850706,0.0808107999952959,0.08018928488171821,0.08127340748906131,0.0817163268584616,0.08083048811966102,0.08773438632488248,0.0882239870007011,0.08724478564906386,0.803301352262497,0.8051049254514084,0.8014977790735855
247,0.0807173661887645,0.08112435863155268,0.08031037374597633,0.08121945261955256,0.08164121377964756,0.08079769145945756,0.08767140731215474,0.08818458181429213,0.08715823281001735,0.8040658116340638,0.8058286408571718,0.8023029824109558
248,0.0809278324246406,0.08132936176213651,0.0805263030871447,0.08102964088320727,0.08135558925249715,0.08070369251391739,0.08769113495945925,0.0880922087965022,0.0872900611224163,0.8041678071022034,0.806205245278716,0.8021303689256908
249,0.08101379424333569,0.08147389498190793,0.08055369350476344,0.08129730075597759,0.08157489796704194,0.08101970354491324,0.0881715908646583,0.08866370842242335,0.08767947330689324,0.8047130405902863,0.806523539693745,0.8029025414868275
250,0.08123103156685825,0.08169370983594189,0.08076835329777461,0.08165200799703592,0.08212112668486204,0.0811828893092098,0.08824195638298986,0.08864206674442948,0.08784184602155024,0.8032044649124146,0.8049971518735294,0.8014117779512998
251,0.08148038908839221,0.08182927031812078,0.08113150785866365,0.08168561160564419,0.08205905758009821,0.08131216563119018,0.08861679509282108,0.08904979055901219,0.08818379962662998,0.8029745042324066,0.804567484257228,0.8013815242075851
252,0.08136124759912486,0.08173767351222044,0.08098482168602927,0.0815267443656921,0.08195385520982432,0.08109963352155988,0.08831424415111537,0.08871217248408901,0.08791631581814173,0.8044085025787353,0.8057875372150546,0.803029467942416
253,0.08165444582700723,0.08204294393689461,0.08126594771711985,0.08129746764898298,0.08175419238277025,0.0808407429151957,0.08848379775881762,0.08891673552097618,0.08805085999665907,0.8030921280384063,0.8047144635428837,0.801469792533929
254,0.08167606294155114,0.08218433111139696,0.08116779477170531,0.08153503909707062,0.08202111508401826,0.08104896311012298,0.08886257037520404,0.08914400112417335,0.08858113962623472,0.8011203169822693,0.8031319399165064,0.7991086940480321
255,0.08145944997668263,0.0818774063474277,0.08104149360593756,0.0813812136650085,0.08192400473252716,0.08083842259748984,0.08861899897456164,0.08892382042496379,0.0883141775241595,0.8030832171440124,0.8052182374083015,0.8009481968797234
256,0.0815966255962848,0.082015683604072,0.0811775675884976,0.0810663044452667,0.08156736476307185,0.08056524412746156,0.08861645534634585,0.08897085311889165,0.08826205757380005,0.8036112427711487,0.8051876426887796,0.8020348428535178
257,0.08173475116491312,0.08217620255830163,0.08129329977152461,0.08107589483261105,0.08165770534030171,0.08049408432492038,0.08851786255836483,0.08879548420333672,0.08824024091339294,0.8063659489154815,0.8078300079376025,0.8049018898933605
258,0.08154101893305775,0.08180745606732119,0.08127458179879431,0.08092202767729754,0.08141766696013437,0.08042638839446072,0.08842993453145023,0.08879525533525308,0.08806461372764739,0.8061522364616394,0.8076032000194163,0.8047012729038624
259,0.08127552866935725,0.08160532136059029,0.08094573597812421,0.08077919185161586,0.08124883026328134,0.08030955343995039,0.08842220902442931,0.08885648058532586,0.08798793746353276,0.8043400347232819,0.8058943536307737,0.8027857158157901
260,0.08162759616971013,0.08197058793013816,0.0812846044092821,0.0809308476746082,0.08141824275112727,0.08044345259808913,0.0883108615875244,0.08870601982739962,0.08791570334764917,0.8078478693962097,0.8092985951579384,0.8063971436344809
261,0.08151571303606031,0.08188686418148432,0.0811445618906363,0.08089413270354265,0.08139506209066026,0.08039320331642504,0.0883371919393539,0.08867724491686356,0.08799713896184423,0.8082642197608948,0.8094846495211967,0.8070437900005929
262,0.08185675069689746,0.08219489800885338,0.08151860338494155,0.0808278046548366,0.08129913810490746,0.08035647120476574,0.08804124817252157,0.08843725768333321,0.08764523866170992,0.8070510804653168,0.8080330932863681,0.8060690676442656
263,0.08197131305932996,0.08234265701935693,0.08159996909930299,0.08086071014404289,0.08128733019942169,0.08043409008866409,0.08821546435356135,0.08855480041613512,0.08787612829098759,0.8076115608215332,0.8090996519838208,0.8061234696592455
264,0.08176242187619207,0.08212713526030886,0.08139770849207527,0.08096268996596331,0.08141512328786764,0.08051025664405899,0.08816764578223225,0.08854916269906912,0.08778612886539539,0.8078169167041779,0.8096042958842111,0.8060295375241446
265,0.0818071119487285,0.08209532459503409,0.08151889930242291,0.08132477700710292,0.08178631016214821,0.08086324385205762,0.08845728933811182,0.08875875510105045,0.0881558235751732,0.8069949269294738,0.8090512000812144,0.8049386537777332
266,0.08142071887850758,0.08172939691274693,0.08111204084426822,0.08091846778988834,0.08141808212375966,0.08041885345601703,0.08841614648699757,0.08873768197347214,0.088094611000523,0.8054298281669616,0.807330866906082,0.8035287894278412
267,0.08119819089770311,0.08153520344240155,0.08086117835300467,0.08078277036547657,0.08130438774934386,0.08026115298160928,0.0880876079201698,0.08854618919473455,0.08762902664560505,0.8049006283283233,0.8069404887668973,0.8028607678897494
268,0.08160501495003698,0.08191625737944712,0.08129377252062685,0.08158549219369884,0.08215614397482504,0.08101484041257265,0.08813310563564297,0.08854741240211965,0.0877187988691663,0.8050220549106598,0.8071132703892963,0.8029308394320234
269,0.08154478743672366,0.08186959600030781,0.08121997887313952,0.08186487108469002,0.08241343572760117,0.08131630644177888,0.08797173574566838,0.08852683861781568,0.08741663287352108,0.8057615101337433,0.8080888291508345,0.8034341911166522
270,0.08190621212124823,0.0821643297629461,0.08164809447955035,0.08176333308219905,0.08240223511822611,0.08112443104617198,0.08775940537452694,0.08827362162944213,0.08724518911961174,0.8053847491741181,0.807583774122712,0.8031857242255241
271,0.08170897439122196,0.08184350217968786,0.08157444660275606,0.0815214522182941,0.08218901572408177,0.08085388871250643,0.0878029480576515,0.08838443817192129,0.08722145794338171,0.8057716667652131,0.8076153305445917,0.8039280029858344
272,0.08171560540795322,0.08185000112333866,0.08158120969256778,0.08187636584043498,0.08245155255057722,0.08130117913029274,0.08777980431914324,0.08840791679333082,0.08715169184495566,0.8047785758972168,0.8066322809514316,0.802924870843002
273,0.08162796273827548,0.08184137087622086,0.0814145546003301,0.08166544735431666,0.08219772555908436,0.08113316914954896,0.08762269616127008,0.08811081971042568,0.08713457261211448,0.8058541774749756,0.8076233852406633,0.8040849697092878
274,0.08188123628497121,0.08212358656802458,0.08163888600191783,0.08160878196358677,0.08210043526519947,0.08111712866197407,0.08804436102509494,0.08860896792083868,0.0874797541293512,0.8038250029087066,0.8057472005432107,0.8019028052742025
275,0.08200811147689815,0.08225124952346363,0.08176497343033268,0.0813581027090549,0.08182962287938975,0.08088658253872005,0.08802296519279477,0.08859556960479445,0.0874503607807951,0.804411894083023,0.8061670985945235,0.8026566895715226
276,0.08192958310246463,0.08226113798854467,0.0815980282163846,0.08171189054846759,0.0821248820988055,0.08129889899812967,0.08811537921428678,0.0887862148382236,0.08744454359034995,0.8057719051837922,0.8074737824955102,0.8040700278720742
277,0.0819077923893928,0.08222555569101232,0.08159002908777328,0.08167408257722851,0.08206281699755665,0.08128534815690037,0.08796237856149669,0.08859757379951,0.08732718332348338,0.8052409291267395,0.8068404505313849,0.8036414077220941
278,0.0819684840738773,0.08225829727612283,0.08167867087163178,0.0819438017904758,0.08241350083507841,0.0814741027458732,0.08808647990226741,0.08870742146497247,0.08746553833956235,0.8059897243976593,0.8074003098298095,0.804579138965509
279,0.08195108696818348,0.0822840800128439,0.08161809392352307,0.08170388191938398,0.0820965348461177,0.08131122899265025,0.08783591687679286,0.0883657202426822,0.08730611351090352,0.8071333467960358,0.8087681376207851,0.8054985559712864
280,0.08181357905268664,0.08221895749614641,0.08140820060922688,0.08192824795842167,0.08234659327586184,0.0815099026409815,0.08745638206601139,0.0880281442966992,0.08688461983532358,0.80638307929039,0.8082233719520229,0.8045427866287571
281,0.0816139347851276,0.08201991335280023,0.08120795621745497,0.08174606934189792,0.08230567429450512,0.08118646438929071,0.08734173998236651,0.08784228012437745,0.08684119984035557,0.8075263381004334,0.8094891622365437,0.8055635139643231
282,0.08189720585942267,0.08230718011542129,0.08148723160342405,0.08188686743378637,0.08240109144612012,0.08137264342145262,0.08849592134356493,0.08891933750539781,0.08807250518173206,0.8071358740329743,0.8086830467787862,0.8055887012871623
283,0.08158548623323439,0.08197093410546981,0.08120003836099897,0.08152672499418252,0.08200410027093935,0.0810493497174257,0.08841642960906027,0.08882775709341975,0.08800510212470078,0.8067906081676484,0.8083747158208985,0.8052065005143982
284,0.08116317093372342,0.0816050447925746,0.08072129707487224,0.08131132945418354,0.08178848580744365,0.08083417310092343,0.08825648576021192,0.08866476070455277,0.08784821081587106,0.8069970428943634,0.8090005143474148,0.8049935714413119
285,0.08116563484072681,0.08161603483220982,0.0807152348492438,0.08120295107364653,0.08159978368979746,0.0808061184574956,0.08822261020541189,0.0886236113291469,0.08782160908167688,0.8056762933731079,0.8073181772204557,0.80403440952576
286,0.08151452094316479,0.0819764398186206,0.08105260206770898,0.08088548406958576,0.08127803678944281,0.08049293134972871,0.08849745020270344,0.08892192879963438,0.0880729716057725,0.8056059956550599,0.8066969369171275,0.8045150543929922
287,0.08134786263108248,0.08177611563082843,0.08091960963133654,0.08118712827563282,0.08171632251300669,0.08065793403825895,0.08840569853782651,0.08877563717973906,0.08803575989591396,0.8055535316467285,0.8068152772715315,0.8042917860219255
288,0.08125421330332751,0.0817504880907776,0.08075793851587741,0.08113501965999595,0.08175020560927383,0.08051983371071807,0.0880622163414955,0.08842747167959196,0.08769696100339903,0.8070297002792358,0.8083837924604651,0.8056756080980065
289,0.08134216517210001,0.08184817488483517,0.08083615545936484,0.08104787915945048,0.0815695401216022,0.08052621819729877,0.08833764716982836,0.08880459623572919,0.08787069810392754,0.8055350542068481,0.8067143800539365,0.8043557283597598
290,0.0815641716122627,0.08195714916180909,0.08117119406271632,0.08121657520532603,0.08170709069777854,0.08072605971287353,0.08845070004463192,0.08914643604842976,0.08775496404083408,0.8055393934249878,0.8066258048388636,0.804452982011112
291,0.08127115517854688,0.0817341239418166,0.08080818641527716,0.08118662089109417,0.0816959845132705,0.08067725726891785,0.08886177614331243,0.08944128402169972,0.08828226826492515,0.8054960668087006,0.8072079762606091,0.803784157356792
292,0.08147701993584627,0.08199873193317078,0.08095530793852176,0.08087840825319283,0.08144032566641232,0.08031649083997333,0.0894540831446647,0.08986393910428589,0.08904422718504351,0.8047170579433441,0.8063020952728273,0.803132020613861
293,0.08182722330093381,0.08234937601480767,0.08130507058705995,0.08097954615950581,0.08141133327478417,0.08054775904422745,0.08932913392782207,0.08982675875908638,0.08883150909655776,0.8055272459983825,0.8070974738644086,0.8039570181323565
294,0.08191810920834536,0.08250242571970788,0.08133379269698283,0.0811581671237945,0.08157821131168126,0.08073812293590775,0.08913801833987231,0.08958080248070138,0.08869523419904324,0.8049676716327667,0.8067733215316258,0.8031620217339076
295,0.08174339756369586,0.08232757067642452,0.08115922445096721,0.08149045407772061,0.08191897223613986,0.08106193591930136,0.08897764608263967,0.08943748271352578,0.08851780945175355,0.8040219843387604,0.8054041844360729,0.8026397842414479
296,0.08182870671153064,0.08241097230160073,0.08124644112146055,0.08149190917611118,0.08196657955164437,0.081017238800578,0.0891825474798679,0.08965537633255699,0.0887097186271788,0.8044585943222046,0.8056686231403325,0.8032485655040766
297,0.08181688413023946,0.08236927141372248,0.08126449684675645,0.08146920427680013,0.08177547166619634,0.08116293688740392,0.08928940743207923,0.08977946885245928,0.08879934601169918,0.8045149981975556,0.806150363517656,0.8028796328774551
298,0.0819400109350681,0.08239127701627767,0.08148874485385853,0.08163048028945918,0.0819757422432165,0.08128521833570186,0.08955665603280065,0.09006593070296616,0.08904738136263514,0.804145348072052,0.8057982094359085,0.8024924867081954
299,0.08211901411414141,0.08250480492552639,0.08173322330275642,0.08168099969625468,0.0819191596886988,0.08144283970381057,0.08954774439334866,0.09000953449606272,0.0890859542906346,0.803931999206543,0.806101278229774,0.8017627201833121
300,0.08200263157486912,0.08242811390468228,0.08157714924505595,0.08183163478970523,0.08212821394068234,0.08153505563872812,0.08931859359145161,0.08962594466079819,0.08901124252210503,0.8042873680591583,0.8067343306222322,0.8018404054960845
301,0.0818001106381416,0.08227765196208092,0.08132256931420229,0.08193640410900109,0.08222329469111588,0.0816495135268863,0.08931159079074855,0.08966071251713886,0.08896246906435823,0.8036373436450959,0.8054699517408931,0.8018047355492987
302,0.08193105459213253,0.0824526767312624,0.08140943245300265,0.08208825662732117,0.0824916834467147,0.08168482980792763,0.08992029875516888,0.09025425726297652,0.08958634024736124,0.8044491112232208,0.8066169790106117,0.80228124343583
303,0.08184408843517299,0.08233239444705974,0.08135578242328624,0.08188289403915402,0.08236703300392134,0.08139875507438671,0.08933038488030429,0.08974188402605313,0.08891888573455545,0.8038821697235108,0.8056802417035919,0.8020840977434297
304,0.08192052766680713,0.08234130001610049,0.08149975531751377,0.08203575164079661,0.08255527659889851,0.08151622668269472,0.08944290354847904,0.0898117929800501,0.08907401411690799,0.8043039023876191,0.8059580544549608,0.8026497503202773
305,0.08192474544048303,0.08227256784013287,0.0815769230408332,0.08218418434262272,0.08277164520939458,0.08159672347585085,0.089640375226736,0.0901355962789071,0.0891451541745649,0.8046478450298309,0.8064892007963149,0.8028064892633469
306,0.0817795872688293,0.0821359836343215,0.08142319090333712,0.08186932355165477,0.08239466915254917,0.08134397795076037,0.0895890712738037,0.09008681165729394,0.08909133089031344,0.8057447969913483,0.8077361620991018,0.8037534318835947
307,0.0819876484572887,0.0823410120720074,0.08163428484257,0.08186223357915871,0.08244940946966126,0.08127505768865617,0.08926904574036593,0.08980654956483129,0.08873154191590056,0.8061797022819519,0.8084873902996785,0.8038720142642253
308,0.08189388439059252,0.08213586768363891,0.08165190109754612,0.08156631886959073,0.08214986349186246,0.080982774247319,0.08911667242646214,0.08969207071276289,0.08854127414016139,0.8052543997764587,0.8076917227763967,0.8028170767765208
309,0.08147888407111162,0.08174797351762139,0.08120979462460184,0.08197086080908773,0.08249606599872913,0.08144565561944633,0.08903221413493151,0.08959645885815273,0.08846796941171028,0.8055697202682495,0.8079814093975877,0.8031580311389113
310,0.08144683018326757,0.08167019868041481,0.08122346168612032,0.08204980492591853,0.08257844125982451,0.08152116859201254,0.08885471373796458,0.08942861574462442,0.08828081173130474,0.8059245526790619,0.8079020025275789,0.8039471028305449
311,0.08148606270551678,0.08177646045149824,0.08119566495953533,0.08207851052284239,0.08244293798886765,0.08171408305681713,0.08908270224928852,0.08974923298694026,0.08841617151163678,0.8068809926509857,0.8084062936417901,0.8053556916601813
312,0.08155956119298931,0.0818899752425518,0.08122914714342681,0.08213718980550763,0.08252368370068318,0.08175069591033209,0.0894507050514221,0.09010503792256479,0.0887963721802794,0.8082293033599853,0.8098355971441867,0.8066230095757839
313,0.08168490305542941,0.0820190064474028,0.08135079966345603,0.0823441185057163,0.08266093857544927,0.08202729843598332,0.08922956362366673,0.0897839634681034,0.08867516377923006,0.8076809108257293,0.8096852783653552,0.8056765432861035
314,0.08187522441148753,0.08215141904474454,0.08159902977823053,0.08206424564123152,0.08243572595138805,0.08169276533107499,0.08925470709800717,0.08975354803944609,0.08875586615656826,0.8095042407512665,0.8112562153156511,0.8077522661868819
315,0.08183226957917208,0.08214939088564335,0.08151514827270082,0.08216997459530825,0.08246029512222354,0.08187965406839297,0.08922914937138553,0.08956590175589106,0.08889239698687999,0.8091933488845825,0.8109231253096173,0.8074635724595477
316,0.0817075744271278,0.08197030083753756,0.08144484801671803,0.08206838294863698,0.08221642086792086,0.08192034502935311,0.08941356539726253,0.08991753544280076,0.0889095953517243,0.8091981947422028,0.8111863986673483,0.8072099908170572
317,0.08171280995011324,0.08210319495530993,0.08132242494491654,0.08189978599548335,0.08217778366495064,0.08162178832601606,0.08920973092317577,0.08972643383921466,0.08869302800713688,0.8076684772968292,0.8088571348715694,0.806479819722089
318,0.08119007050991052,0.08150485814296712,0.08087528287685392,0.08137140646576876,0.08159198438383393,0.0811508285477036,0.08918558806180948,0.08967503044302838,0.08869614568059059,0.8076789140701294,0.8088501845695147,0.806507643570744
319,0.08122601360082622,0.08147303781401656,0.08097898938763588,0.08160433843731876,0.08187494796166331,0.08133372891297422,0.0891584530472755,0.0897563224403958,0.0885605836541552,0.8077317297458648,0.8090717276471365,0.8063917318445931
320,0.08124460130929943,0.08154950787811469,0.08093969474048418,0.0817136257886886,0.08204009810266262,0.08138715347471458,0.08930070623755453,0.08995446281675656,0.08864694965835249,0.8067565202713013,0.8085253578917492,0.8049876826508534
321,0.08155178725719447,0.08191804961011571,0.08118552490427323,0.08209674805402753,0.08249775706019101,0.08169573904786405,0.08974616825580592,0.09039160553521139,0.08910073097640045,0.8085000395774842,0.8102007369914974,0.8067993421634709
322,0.08138380795717233,0.08178152395946661,0.08098609195487805,0.08218278065323828,0.08250317474203063,0.08186238656444593,0.08972843438386917,0.09035752676330307,0.08909934200443527,0.8092489898204803,0.8108472297955858,0.8076507498453749
323,0.08148260265588755,0.0818016806415126,0.08116352467026251,0.08247478231787679,0.08285748180033853,0.08209208283541505,0.08990797325968738,0.09040772613703763,0.08940822038233714,0.8086009562015534,0.8104447117736037,0.8067572006295031
324,0.0819665908813476,0.08237883584389614,0.08155434591879905,0.08326082751154895,0.08378263333797367,0.08273902168512423,0.09039260447025296,0.09090935039556554,0.08987585854494039,0.8087399482727051,0.8108560365899583,0.8066238599554519
325,0.08172677978873251,0.08215277044435156,0.08130078913311346,0.08282624930143351,0.0832316078275486,0.08242089077531842,0.09012751132249827,0.09061561996463431,0.08963940268036223,0.8095971405506134,0.8115262952068536,0.8076679858943732
326,0.08170816451311107,0.08207470192572544,0.0813416271004967,0.08285561949014657,0.08323733349188939,0.08247390548840375,0.08962916582822796,0.09009579067909633,0.08916254097735958,0.8082209646701812,0.809859337205464,0.8065825921348985
327,0.08185723498463629,0.08233778884496569,0.08137668112430689,0.08272849842905992,0.0831165822761895,0.08234041458193035,0.08925474584102625,0.08969905066984996,0.08881044101220253,0.8085994780063629,0.8107234473951115,0.8064755086176143
328,0.08183338940143584,0.08224569745231756,0.0814210813505541,0.08291751891374582,0.08329415327030992,0.08254088455718173,0.08951757773756977,0.09009224251654671,0.08894291295859283,0.806525981426239,0.8084705862422564,0.8045813766102216
329,0.08182962909340855,0.08220654529757815,0.08145271288923894,0.08290858566761009,0.08322178043915289,0.08259539089606728,0.08960312753915783,0.08997086725812806,0.08923538782018761,0.8069678008556366,0.8089187061245172,0.8050168955867559
330,0.08163411170244211,0.08203964690866818,0.08122857649621605,0.08292872533202167,0.08329139180755078,0.08256605885649256,0.08963878378272053,0.08999974967399489,0.08927781789144616,0.807420289516449,0.8089987414545733,0.8058418375783246
331,0.08166260644793508,0.08206099683803632,0.08126421605783384,0.08282416313886637,0.08317929407791978,0.08246903219981296,0.08956560865044587,0.09007885189235677,0.08905236540853496,0.807605916261673,0.8089440233871323,0.8062678091362137
332,0.08194315209984775,0.08234475678316824,0.08154154741652725,0.08272204175591466,0.08308088697826693,0.08236319653356239,0.08995262756943695,0.09048667190625369,0.08941858323262021,0.8065081119537354,0.8080903777670483,0.8049258461404225
333,0.08188359066843982,0.08233218728619275,0.0814349940506869,0.0827722273766994,0.08313009969102014,0.08241435506237865,0.08950944021344182,0.0900204376905671,0.08899844273631653,0.8056294798851014,0.8072384232535333,0.8040205365166694
334,0.08187775239348406,0.0822372286927475,0.08151827609422063,0.08243273124098774,0.08294145886303968,0.0819240036189358,0.08975360020995135,0.0902189064472685,0.0892882939726342,0.8066175699234008,0.808130533449711,0.8051046063970907
335,0.08172408416867252,0.08202831463523985,0.0814198537021052,0.08259739875793454,0.08305826415914656,0.08213653335672251,0.08965243995189663,0.09020129655091208,0.08910358335288118,0.8062119007110595,0.8074675637307541,0.8049562376913649
336,0.08181320056319233,0.08211905887773814,0.08150734224864652,0.08263965472579002,0.08307112246263383,0.0822081869889462,0.08956037685275073,0.09012734420184353,0.08899340950365793,0.8066091299057007,0.8078136263310723,0.805404633480329
