iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,model_n_features,model_bias,algo_lrate,algo_S,algo_R
0,90.77531,95.3263931274414,9.580375671386719,3,150,10,500,10,0,10,False,0.01,30,1500
1,84.73924,90.0212631225586,9.052600860595703,3,150,10,500,10,0,10,False,0.01,30,1500
2,78.9166,84.92823028564453,8.543976783752441,3,150,10,500,10,0,10,False,0.01,30,1500
3,73.56558,80.1864242553711,8.071863174438477,3,150,10,500,10,0,10,False,0.01,30,1500
4,68.66435,76.00334167480469,7.6554274559021,3,150,10,500,10,0,10,False,0.01,30,1500
5,64.17885,71.9989242553711,7.254161834716797,3,150,10,500,10,0,10,False,0.01,30,1500
6,60.024113,68.262451171875,6.880067825317383,3,150,10,500,10,0,10,False,0.01,30,1500
7,56.09578,64.65772247314453,6.520458221435547,3,150,10,500,10,0,10,False,0.01,30,1500
8,52.31473,61.289852142333984,6.182196617126465,3,150,10,500,10,0,10,False,0.01,30,1500
9,48.91821,58.12211227416992,5.864039897918701,3,150,10,500,10,0,10,False,0.01,30,1500
10,45.71303,55.06511688232422,5.557608127593994,3,150,10,500,10,0,10,False,0.01,30,1500
11,42.754307,52.22888946533203,5.273126602172852,3,150,10,500,10,0,10,False,0.01,30,1500
12,40.021088,49.48295974731445,4.998950481414795,3,150,10,500,10,0,10,False,0.01,30,1500
13,37.427475,46.89499282836914,4.739136219024658,3,150,10,500,10,0,10,False,0.01,30,1500
14,35.070717,44.47380447387695,4.4956488609313965,3,150,10,500,10,0,10,False,0.01,30,1500
15,32.838345,42.1636848449707,4.263739585876465,3,150,10,500,10,0,10,False,0.01,30,1500
16,30.758812,40.11012649536133,4.056883811950684,3,150,10,500,10,0,10,False,0.01,30,1500
17,28.891445,38.13147735595703,3.858854293823242,3,150,10,500,10,0,10,False,0.01,30,1500
18,27.115164,36.14357376098633,3.659302234649658,3,150,10,500,10,0,10,False,0.01,30,1500
19,25.435806,34.35302734375,3.4798638820648193,3,150,10,500,10,0,10,False,0.01,30,1500
20,23.854588,32.61085510253906,3.3046064376831055,3,150,10,500,10,0,10,False,0.01,30,1500
21,22.394974,31.033031463623047,3.1450538635253906,3,150,10,500,10,0,10,False,0.01,30,1500
22,20.998451,29.538362503051758,2.9939560890197754,3,150,10,500,10,0,10,False,0.01,30,1500
23,19.725136,28.0860652923584,2.847740650177002,3,150,10,500,10,0,10,False,0.01,30,1500
24,18.515312,26.712934494018555,2.708811044692993,3,150,10,500,10,0,10,False,0.01,30,1500
25,17.395466,25.459205627441406,2.5823962688446045,3,150,10,500,10,0,10,False,0.01,30,1500
26,16.338707,24.25222396850586,2.4595706462860107,3,150,10,500,10,0,10,False,0.01,30,1500
27,15.346517,23.104400634765625,2.3430347442626953,3,150,10,500,10,0,10,False,0.01,30,1500
28,14.437269,22.0562686920166,2.2365317344665527,3,150,10,500,10,0,10,False,0.01,30,1500
29,13.579245,21.09661293029785,2.1387157440185547,3,150,10,500,10,0,10,False,0.01,30,1500
30,12.742028,20.056079864501953,2.032599687576294,3,150,10,500,10,0,10,False,0.01,30,1500
31,11.985981,19.069421768188477,1.9321222305297852,3,150,10,500,10,0,10,False,0.01,30,1500
32,11.2721,18.17534637451172,1.8408905267715454,3,150,10,500,10,0,10,False,0.01,30,1500
33,10.613854,17.348743438720703,1.7564667463302612,3,150,10,500,10,0,10,False,0.01,30,1500
34,9.995254,16.584835052490234,1.6784327030181885,3,150,10,500,10,0,10,False,0.01,30,1500
35,9.415741,15.775734901428223,1.5959627628326416,3,150,10,500,10,0,10,False,0.01,30,1500
36,8.868378,15.056510925292969,1.5217580795288086,3,150,10,500,10,0,10,False,0.01,30,1500
37,8.360368,14.358209609985352,1.4500967264175415,3,150,10,500,10,0,10,False,0.01,30,1500
38,7.8795824,13.731889724731445,1.3854368925094604,3,150,10,500,10,0,10,False,0.01,30,1500
