iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.8081068893273672,0.4337500035762787,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
1,0.40632943871120614,0.4683750867843628,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
2,0.24197239972030124,0.483875036239624,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
3,0.19779199656719962,0.49912500381469727,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
4,0.16086014732718468,0.5140833854675293,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
5,0.11438323142162214,0.518750011920929,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
6,0.09290524874813855,0.5288333892822266,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
7,0.08674937511871879,0.53125,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
8,0.07342595647787675,0.5338749885559082,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
9,0.11583541007712483,0.5289584398269653,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
10,0.11589705220346029,0.5276666879653931,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
11,0.07266421167878434,0.5485000014305115,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
12,0.06406551965240699,0.5429166555404663,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
13,0.032877513052274786,0.5500000715255737,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
14,0.027277952128012355,0.5567084550857544,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
15,0.01503025891724974,0.5596250295639038,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
16,0.09865819033681571,0.5383333563804626,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
17,0.051603556639747694,0.549791693687439,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
18,0.06668967160900745,0.5429999828338623,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
19,0.01483895790685589,0.5602083206176758,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
20,0.04959643825714011,0.545916736125946,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
21,0.018125854675114777,0.5537917017936707,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
22,0.012155889247272475,0.561833381652832,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
23,0.012055938944589192,0.5632500648498535,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
24,0.05144338966541303,0.5515416860580444,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
25,0.013367957779943632,0.5625417232513428,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
26,0.0328865666257722,0.5590833425521851,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
27,0.057195330278773326,0.549666702747345,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
28,0.08366329963852574,0.5428333282470703,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
29,0.028931848624779377,0.552375078201294,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.1,30,10
