iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.8067124659816424,0.4620833992958069,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
1,0.4093399705986182,0.49100011587142944,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
2,0.2633354030549526,0.5100000500679016,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
3,0.19416048377752304,0.5222083926200867,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
4,0.1720106117427349,0.5238751173019409,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
5,0.1316544727111856,0.5395833253860474,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
6,0.09612729710837205,0.544791579246521,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
7,0.08649928906622033,0.5485833883285522,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
8,0.06798497020887832,0.5504584312438965,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
9,0.07851028791628778,0.5465834140777588,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
10,0.08483472202594082,0.5509583950042725,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
11,0.05027684957409898,0.5558750629425049,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
12,0.03930622820431987,0.5623750686645508,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
13,0.038404139302050076,0.5623334646224976,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
14,0.028065696358680725,0.5670000314712524,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
15,0.019010778652348865,0.5640833973884583,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
16,0.06219248287379742,0.5547500848770142,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
17,0.02901335124624893,0.5617916584014893,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
18,0.03945236379513517,0.5568749904632568,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
19,0.015121070260647684,0.5635416507720947,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
20,0.03043703601967233,0.5617916584014893,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
21,0.015342301242829611,0.5673750638961792,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
22,0.01392595523308652,0.5630834102630615,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
23,0.00990204008606573,0.5644999742507935,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
24,0.023714397723476093,0.5604166984558105,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
25,0.00745521502297682,0.5662917494773865,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
26,0.012870842183474451,0.5603750944137573,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
27,0.017391249411351357,0.5562083721160889,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
28,0.014529642032963844,0.5588334798812866,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
29,0.013142137351678684,0.562416672706604,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,0.5,30,10
