iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.804364708562692,0.44716665148735046,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
1,0.43072503929336864,0.4675416648387909,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
2,0.3018967056026061,0.48070842027664185,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
3,0.23121193734308085,0.49279171228408813,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
4,0.20117350171009699,0.4967500567436218,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
5,0.17107822125156721,0.5117084383964539,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
6,0.136718292410175,0.5196667313575745,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
7,0.1265905019827187,0.5206249952316284,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
8,0.10930749929199617,0.5200416445732117,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
9,0.10964562557637691,0.5235416889190674,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
10,0.11085981394474705,0.5224167108535767,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
11,0.07380390648419659,0.5277500152587891,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
12,0.06829850880118708,0.533333420753479,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
13,0.05987476767040789,0.5319167375564575,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
14,0.054070481875290476,0.5394999980926514,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
15,0.04139849178803464,0.5430001020431519,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
16,0.07982775941491127,0.5324167013168335,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
17,0.05624399520456791,0.5377084016799927,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
18,0.05980884633027017,0.5326250195503235,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
19,0.036104812597235046,0.5380417108535767,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
20,0.04781969892792404,0.5410417318344116,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
21,0.032775819612046085,0.5466667413711548,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
22,0.0321816576567168,0.5453750491142273,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
23,0.026175160698282223,0.5436667203903198,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
24,0.03690150523713479,0.5341249704360962,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
25,0.021228644899868716,0.5442500710487366,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
26,0.026535972584194194,0.5420000553131104,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
27,0.02955172653310001,0.5332083702087402,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
28,0.02942439038694526,0.5419583916664124,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
29,0.02306777312575529,0.5404167175292969,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,reward,0.5,30,10
