iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.8056803395350774,0.4337083697319031,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
1,0.39906040268639725,0.4671249985694885,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
2,0.24807651697968444,0.48149996995925903,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
3,0.18816990094880262,0.4977083206176758,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
4,0.15880916896276176,0.5133750438690186,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
5,0.1256526172704374,0.5197499990463257,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
6,0.09235654635510097,0.5295000672340393,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
7,0.09800902713323012,0.5314167737960815,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
8,0.0658727351304454,0.5365417003631592,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
9,0.12463458231650293,0.5282917022705078,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
10,0.11855507587703566,0.53041672706604,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
11,0.06830223938838269,0.54708331823349,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
12,0.07649708104630311,0.5427917242050171,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
13,0.041148165677441284,0.5510417222976685,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
14,0.02821181060668702,0.5575417280197144,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
15,0.009842286085283073,0.5627917051315308,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
16,0.10041697854952265,0.5359584093093872,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
17,0.052325011206752,0.5493749976158142,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
18,0.1042624357699727,0.5401667356491089,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
19,0.01652359462847623,0.5597084760665894,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
20,0.05423825263763623,0.5445833206176758,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
21,0.0177999034106809,0.5547500848770142,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
22,0.012509217398473993,0.5633333921432495,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
23,0.01160649926411376,0.567625105381012,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
24,0.05958867936472719,0.5545416474342346,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
25,0.013369037209486123,0.565250039100647,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
26,0.03187300533075662,0.5598750114440918,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
27,0.03946075242371686,0.5493333339691162,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
28,0.08233343688819635,0.5438333749771118,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
29,0.034183795326195344,0.55204176902771,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,1,reward,0.5,30,10
