iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.8069572076201439,0.46812504529953003,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
1,0.40333101401726407,0.503000020980835,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
2,0.24708358105272055,0.5222083926200867,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
3,0.1750530879944563,0.5352500677108765,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
4,0.15061485519011816,0.5430417656898499,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
5,0.1044641708334287,0.5544166564941406,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
6,0.07479521911591291,0.5605000257492065,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
7,0.06911251503818978,0.561416745185852,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
8,0.05449118992934624,0.5638750791549683,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
9,0.07536346733104438,0.5639583468437195,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
10,0.0840721169564252,0.5634583830833435,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
11,0.05130564972447852,0.5713751316070557,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
12,0.03253529474992926,0.5730000734329224,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
13,0.02820163972986241,0.577791690826416,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
14,0.01653924324394514,0.5812500715255737,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
15,0.01027017051819712,0.5827916860580444,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
16,0.06813378734902169,0.5686667561531067,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
17,0.03208011833097165,0.577416718006134,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
18,0.051252290849030636,0.5729583501815796,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
19,0.009694628834646815,0.580291748046875,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
20,0.03992557463546594,0.5734167098999023,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
21,0.013376198898185976,0.5790001153945923,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
22,0.008451170802194005,0.5805000066757202,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
23,0.004920353356283158,0.580958366394043,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
24,0.03588278032354234,0.5717917680740356,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
25,0.0072993254725588486,0.580833375453949,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
26,0.019129119847396698,0.5756250619888306,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
27,0.02504010819150911,0.5730832815170288,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
28,0.023082931419291224,0.5707499980926514,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
29,0.020899331003117066,0.5730417370796204,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,4,reward,2.0,30,10
