iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_classes,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_momentum,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.301055,0.10905001312494278,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
1,2.298897,0.11215000599622726,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
2,2.2966707,0.11285000294446945,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
3,2.2944236,0.11495000123977661,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
4,2.292095,0.11905000358819962,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
5,2.289711,0.12330001592636108,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
6,2.2872453,0.1267000138759613,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
7,2.284411,0.1319500058889389,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
8,2.2814367,0.13660001754760742,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
9,2.2781277,0.14014999568462372,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
10,2.2742636,0.14265000820159912,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
11,2.27016,0.14499999582767487,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
12,2.265427,0.14845000207424164,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
13,2.2600732,0.1519000083208084,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
14,2.2535312,0.15680000185966492,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
15,2.2461512,0.1636500060558319,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
16,2.2379556,0.17145000398159027,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
17,2.2288976,0.1794000118970871,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
18,2.2185693,0.18655003607273102,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
19,2.207074,0.19325000047683716,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
20,2.1940558,0.20149998366832733,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
21,2.180181,0.20980000495910645,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
22,2.1660626,0.2182999849319458,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
23,2.1505086,0.22339999675750732,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
24,2.1349144,0.23075000941753387,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
25,2.1191022,0.23889999091625214,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
26,2.102642,0.24480001628398895,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
27,2.0860794,0.24945004284381866,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
28,2.069188,0.25470003485679626,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
29,2.052967,0.2584500014781952,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
30,2.0374608,0.26340001821517944,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
31,2.0215127,0.2677000164985657,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
32,2.006208,0.2725500166416168,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
33,1.9912252,0.27355003356933594,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
34,1.9760567,0.2793000340461731,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
35,1.9621189,0.2838500440120697,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
36,1.9483836,0.28585001826286316,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
37,1.9345328,0.2908500134944916,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
38,1.9206693,0.29284998774528503,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
39,1.907314,0.29760003089904785,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
40,1.89451,0.2988000214099884,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
41,1.8816427,0.30250000953674316,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
42,1.8693101,0.3039000332355499,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
43,1.8580462,0.3073500096797943,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
44,1.8458239,0.30889996886253357,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
45,1.8343328,0.31230002641677856,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
46,1.824145,0.3123500347137451,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
47,1.815931,0.3132000267505646,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
48,1.8159101,0.31379997730255127,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
49,1.8074083,0.31610003113746643,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
50,1.8034012,0.318200021982193,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
51,1.7903776,0.3212500214576721,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
52,1.7792101,0.3226500451564789,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
53,1.7648771,0.32510000467300415,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
54,1.7580116,0.3274000287055969,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
55,1.7505381,0.32885000109672546,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
56,1.7399527,0.32940003275871277,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
57,1.7318552,0.3315500020980835,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
58,1.7286421,0.3314000070095062,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
59,1.7251056,0.332099974155426,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
60,1.716128,0.33340001106262207,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
61,1.7042339,0.3360000550746918,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
62,1.695503,0.33525002002716064,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
63,1.6887057,0.3355500102043152,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
64,1.6854776,0.3354000151157379,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
65,1.6759908,0.33965003490448,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
66,1.6656936,0.34025004506111145,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
67,1.6557974,0.3443499803543091,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
68,1.6563717,0.3415500223636627,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
69,1.6617832,0.34130004048347473,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
70,1.6604414,0.3409000337123871,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
71,1.6425161,0.3456999957561493,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
72,1.6248486,0.351250022649765,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
73,1.6082579,0.35140007734298706,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
74,1.597388,0.3576500117778778,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
75,1.5937731,0.35464999079704285,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
76,1.5860491,0.3556000292301178,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
77,1.5854156,0.35405001044273376,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
78,1.5790803,0.3547000586986542,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
79,1.5895109,0.3525000512599945,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
80,1.6049623,0.3516000211238861,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
81,1.596243,0.3493500351905823,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
82,1.5786369,0.356050044298172,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
83,1.5627362,0.3587000072002411,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
84,1.5504062,0.3640000522136688,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
85,1.5458462,0.35930004715919495,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
86,1.5388415,0.3615000247955322,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
87,1.5396284,0.35979998111724854,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
88,1.5343362,0.35510003566741943,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
89,1.5349637,0.36285004019737244,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
90,1.5140564,0.36145004630088806,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
91,1.4954163,0.3643500506877899,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
92,1.488302,0.365200012922287,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
93,1.4813378,0.36695000529289246,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
94,1.4829133,0.3671000599861145,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
95,1.4950457,0.3639499843120575,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
96,1.5110912,0.3643999993801117,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
97,1.4759209,0.36465001106262207,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
98,1.4777925,0.3666500747203827,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
99,1.5063074,0.36104997992515564,20,1,10,1000,1000,3,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
