iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_classes,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_momentum,algo_lrate_decay,algo_S,algo_R,algo_R_local
42,1.876901,0.302700012922287,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
43,1.8712381,0.30469998717308044,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
44,1.8589506,0.30955004692077637,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
45,1.8461344,0.31025004386901855,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
46,1.8316724,0.3111500144004822,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
47,1.822959,0.3116000294685364,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
48,1.8248222,0.31325003504753113,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
49,1.8286784,0.3121500611305237,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
50,1.8178333,0.31439998745918274,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
51,1.8027693,0.31870001554489136,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
52,1.788413,0.3214000165462494,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
53,1.7741594,0.32360002398490906,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
54,1.7578503,0.3276500403881073,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
55,1.7487774,0.32830002903938293,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
56,1.7421665,0.32805004715919495,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
57,1.7344271,0.32520005106925964,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
58,1.7279851,0.3290000557899475,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
59,1.7252973,0.32840001583099365,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
60,1.718738,0.3260500133037567,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
61,1.7147633,0.32919999957084656,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
62,1.7120838,0.3273000419139862,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
63,1.7089678,0.3279999792575836,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
64,1.6959817,0.33365002274513245,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
65,1.6873505,0.3358500599861145,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
66,1.6773123,0.3347499668598175,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
67,1.6740614,0.33545002341270447,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
68,1.6661717,0.33970001339912415,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
69,1.6521909,0.3416500985622406,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
70,1.6375196,0.34435001015663147,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
71,1.631279,0.3438999652862549,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
72,1.6403087,0.34040001034736633,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
73,1.653565,0.3391000032424927,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
74,1.6300188,0.34139999747276306,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
75,1.614369,0.34345003962516785,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
76,1.6156261,0.3445499837398529,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
77,1.5978746,0.3505500257015228,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
78,1.5804243,0.3520500063896179,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
79,1.5711731,0.3526500463485718,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
80,1.5685148,0.3545500636100769,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
81,1.5908676,0.3465000092983246,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
82,1.6182902,0.347400039434433,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
83,1.6032393,0.34355005621910095,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
84,1.5673269,0.35770002007484436,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
85,1.5356582,0.36240002512931824,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
86,1.5203338,0.3643999993801117,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
87,1.5047777,0.3608499765396118,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
88,1.5005057,0.35920000076293945,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
89,1.5038652,0.3650500476360321,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
90,1.5446379,0.3481000065803528,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
91,1.5863801,0.34244999289512634,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
92,1.5883079,0.3406499922275543,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
93,1.5771528,0.34314998984336853,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
94,1.5419023,0.3456500172615051,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
95,1.5019858,0.3611000180244446,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
96,1.4752194,0.3647000193595886,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
97,1.4589761,0.3707500398159027,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
98,1.4564307,0.36685001850128174,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
99,1.4629631,0.3661000430583954,20,1,10,1000,1000,7,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
