iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_classes,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_momentum,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.3014166,0.10300000011920929,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
1,2.2997403,0.10729999840259552,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
2,2.298074,0.11190002411603928,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
3,2.2963252,0.11730002611875534,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
4,2.2945662,0.12300000339746475,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
5,2.29286,0.12630000710487366,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
6,2.2909245,0.13075003027915955,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
7,2.288881,0.13485001027584076,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
8,2.2866213,0.13840000331401825,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
9,2.284181,0.1424500048160553,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
10,2.2816045,0.14520001411437988,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
11,2.2786605,0.14874999225139618,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
12,2.2754295,0.15229998528957367,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
13,2.2716146,0.15540002286434174,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
14,2.2673905,0.15725000202655792,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
15,2.2624068,0.16075001657009125,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
16,2.2565284,0.16395002603530884,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
17,2.2502444,0.1683500111103058,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
18,2.243424,0.1725500077009201,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
19,2.2351594,0.17800001800060272,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
20,2.226502,0.18445000052452087,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
21,2.2168024,0.19065003097057343,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
22,2.2059836,0.19815002381801605,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
23,2.1940477,0.20420001447200775,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
24,2.1812637,0.2111000120639801,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
25,2.168038,0.218500018119812,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
26,2.1531808,0.22555001080036163,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
27,2.1375737,0.23190002143383026,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
28,2.1214135,0.23850002884864807,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
29,2.105082,0.2471499890089035,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
30,2.0887704,0.2505500018596649,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
31,2.0720081,0.25565001368522644,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
32,2.055351,0.26055002212524414,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
33,2.0385544,0.26455003023147583,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
34,2.0224557,0.26885002851486206,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
35,2.0068321,0.27204999327659607,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
36,1.9916956,0.2748500406742096,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
37,1.9766268,0.2792000472545624,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
38,1.9623505,0.280100017786026,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
39,1.9482445,0.2851499915122986,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
40,1.9348055,0.28824999928474426,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
41,1.9209903,0.2925500273704529,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
42,1.9085081,0.29610005021095276,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
