iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_classes,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_momentum,algo_lrate_decay,algo_S,algo_R,algo_R_local
43,1.8949869,0.30010002851486206,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
44,1.883009,0.30260005593299866,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
45,1.8705399,0.30635005235671997,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
46,1.8597742,0.3081500232219696,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
47,1.8488073,0.3114500343799591,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
48,1.837719,0.3121500015258789,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
49,1.8312902,0.31460002064704895,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
50,1.8289299,0.3167000412940979,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
51,1.8229443,0.3168500065803528,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
52,1.8173382,0.31905001401901245,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
53,1.8058304,0.3215000033378601,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
54,1.7883804,0.32100003957748413,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
55,1.7797302,0.3264999985694885,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
56,1.7724323,0.3259499967098236,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
57,1.7639269,0.3288000226020813,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
58,1.7595968,0.32750001549720764,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
59,1.7536867,0.32899996638298035,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
60,1.7542794,0.3284499943256378,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
61,1.7476146,0.3300500214099884,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
62,1.7388079,0.33065006136894226,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
63,1.7205904,0.3357500433921814,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
64,1.7091436,0.3361000418663025,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
65,1.7041378,0.34050002694129944,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
66,1.7063739,0.3383500277996063,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
67,1.7117838,0.33500000834465027,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
68,1.6981847,0.3351000249385834,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
69,1.6925514,0.3411000072956085,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
70,1.6979132,0.3392500579357147,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
71,1.6973422,0.34049996733665466,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
72,1.6869732,0.34025004506111145,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
73,1.6613028,0.3488500416278839,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
74,1.6543818,0.34720006585121155,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
75,1.6514189,0.34935006499290466,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
76,1.6419327,0.35130006074905396,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
77,1.6348183,0.353549987077713,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
78,1.6363642,0.3508000075817108,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
79,1.6357687,0.34915000200271606,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
80,1.6287508,0.3527500331401825,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
81,1.60342,0.3594000041484833,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
82,1.5877385,0.35954999923706055,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
83,1.5785193,0.36035001277923584,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
84,1.5733125,0.3630000054836273,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
85,1.5762432,0.36115002632141113,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
86,1.5836623,0.35680004954338074,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
87,1.616965,0.34790003299713135,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
88,1.6135886,0.34710004925727844,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
89,1.5789444,0.3531000316143036,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
90,1.5604169,0.35910001397132874,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
91,1.5496287,0.3659500181674957,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
92,1.5480258,0.3590500056743622,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
93,1.5736817,0.36145004630088806,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
94,1.6313858,0.34834998846054077,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
95,1.6485386,0.34244999289512634,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
96,1.6096117,0.3490000069141388,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
97,1.5529776,0.35830000042915344,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
98,1.515595,0.3671000301837921,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
99,1.5067227,0.3696499764919281,20,1,10,1000,1000,4,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
