iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_classes,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_momentum,algo_lrate_decay,algo_S,algo_R,algo_R_local
22,2.1456718,0.22660000622272491,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
23,2.1279774,0.2330000251531601,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
24,2.1101518,0.2403000146150589,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
25,2.0924306,0.24580000340938568,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
26,2.0747721,0.25120002031326294,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
27,2.0572746,0.2570500075817108,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
28,2.0401301,0.26180002093315125,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
29,2.0235455,0.267300009727478,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
30,2.0073698,0.2713000178337097,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
31,1.9916182,0.2747500240802765,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
32,1.9761574,0.2773500382900238,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
33,1.9614226,0.2813499867916107,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
34,1.9477139,0.2853499948978424,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
35,1.9334536,0.289650022983551,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
36,1.9201357,0.29270002245903015,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
37,1.9060163,0.29475000500679016,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
38,1.8931625,0.29820001125335693,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
39,1.8803151,0.3001500070095062,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
40,1.8681037,0.3037000000476837,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
41,1.8543189,0.3095000088214874,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
42,1.8413662,0.31095004081726074,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
43,1.8288313,0.3148000240325928,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
44,1.8162165,0.31505000591278076,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
45,1.8052893,0.3165000081062317,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
46,1.7988145,0.31860002875328064,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
47,1.789739,0.32420000433921814,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
48,1.7925518,0.32269999384880066,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
49,1.7973009,0.32180002331733704,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
50,1.7853752,0.3255999982357025,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
51,1.765177,0.32804998755455017,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
52,1.7453172,0.33170005679130554,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
53,1.7319809,0.33295005559921265,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
54,1.7208449,0.33715003728866577,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
55,1.7119207,0.33865004777908325,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
56,1.7053716,0.3410000503063202,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
57,1.6988302,0.3390500247478485,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
58,1.6895132,0.34370002150535583,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
59,1.6848463,0.3401000201702118,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
60,1.6907787,0.3395500183105469,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
61,1.7014608,0.33410003781318665,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
62,1.6913292,0.341450035572052,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
63,1.6816299,0.3410000205039978,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
64,1.6614215,0.3469500243663788,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
65,1.6379734,0.34985002875328064,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
66,1.619956,0.3553500175476074,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
67,1.6050246,0.3549000024795532,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
68,1.5949991,0.3570500314235687,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
69,1.5907592,0.3533499836921692,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
70,1.5882934,0.35465002059936523,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
71,1.5863715,0.35315001010894775,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
72,1.5789332,0.35350003838539124,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
73,1.5691468,0.35759997367858887,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
74,1.563833,0.35620003938674927,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
75,1.5793898,0.35284996032714844,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
76,1.5860537,0.34940001368522644,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
77,1.5721061,0.35315003991127014,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
78,1.5385225,0.3634500503540039,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
79,1.5218813,0.3627000153064728,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
80,1.5164312,0.3645000159740448,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
81,1.5190336,0.362199991941452,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
82,1.5140259,0.3643999993801117,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
83,1.50261,0.3652999997138977,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
84,1.499841,0.36430007219314575,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
85,1.4936874,0.364950031042099,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
86,1.4924171,0.3630000054836273,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
87,1.4962349,0.36490002274513245,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
88,1.483563,0.364700049161911,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
89,1.4749296,0.365200012922287,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
90,1.4556345,0.3694000542163849,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
91,1.4547862,0.36820003390312195,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
92,1.4330317,0.37209996581077576,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
93,1.416775,0.37290000915527344,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
94,1.4108828,0.37530001997947693,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
95,1.4072685,0.37255001068115234,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
96,1.400831,0.3765000104904175,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
97,1.3994688,0.3744000494480133,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
98,1.404365,0.3730500638484955,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
99,1.4153433,0.3687500059604645,20,1,10,1000,1000,5,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
