iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_classes,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_momentum,algo_lrate_decay,algo_S,algo_R,algo_R_local
31,2.0433064,0.2681000232696533,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
32,2.0281,0.26900002360343933,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
33,2.0127187,0.2735000252723694,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
34,1.9977096,0.27580001950263977,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
35,1.9834051,0.279850035905838,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
36,1.9694735,0.2824000418186188,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
37,1.9556,0.28610002994537354,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
38,1.9425366,0.2884500026702881,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
39,1.9302819,0.29005002975463867,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
40,1.9183004,0.29520002007484436,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
41,1.9075089,0.2962000072002411,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
42,1.8972099,0.2993500232696533,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
43,1.8878607,0.3009999990463257,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
44,1.8799127,0.304500013589859,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
45,1.8713449,0.30225005745887756,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
46,1.8585678,0.30795004963874817,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
47,1.8492444,0.3103000223636627,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
48,1.8338782,0.3152000606060028,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
49,1.8217554,0.31595003604888916,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
50,1.8122822,0.31720003485679626,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
51,1.8035004,0.31815001368522644,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
52,1.7972933,0.3165000379085541,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
53,1.7897816,0.3195500075817108,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
54,1.7835882,0.3215000629425049,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
55,1.7798474,0.32065004110336304,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
56,1.7762024,0.3192000389099121,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
57,1.7762263,0.32705000042915344,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
58,1.7689244,0.3246500492095947,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
59,1.7517073,0.3295500576496124,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
60,1.7389221,0.3286500871181488,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
61,1.7304245,0.32989999651908875,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
62,1.7296991,0.33090004324913025,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
63,1.7225101,0.3283499777317047,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
64,1.7188698,0.33230000734329224,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
65,1.7027786,0.33480000495910645,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
66,1.6984524,0.33340004086494446,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
67,1.6899669,0.33625003695487976,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
68,1.6798846,0.3373499810695648,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
69,1.67456,0.342350035905838,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
70,1.6774149,0.3379000127315521,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
71,1.667374,0.34164997935295105,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
72,1.6438137,0.34675002098083496,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
73,1.6224728,0.35130003094673157,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
74,1.6106533,0.3516000509262085,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
75,1.6042656,0.3556000292301178,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
76,1.5991514,0.352400004863739,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
77,1.5938923,0.3518500030040741,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
78,1.6101401,0.3421001136302948,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
79,1.6022428,0.34755006432533264,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
80,1.592508,0.3484500050544739,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
81,1.5870397,0.3492000699043274,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
82,1.5783799,0.3499999940395355,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
83,1.5732396,0.3498000502586365,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
84,1.5633442,0.3575499951839447,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
85,1.544627,0.3587999939918518,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
86,1.5394485,0.35875004529953003,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
87,1.5408025,0.35750001668930054,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
88,1.5532508,0.35474997758865356,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
89,1.5327076,0.35690000653266907,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
90,1.5033635,0.3614000380039215,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
91,1.4890269,0.36740002036094666,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
92,1.4870876,0.3665500581264496,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
93,1.4844089,0.3645000159740448,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
94,1.4861401,0.36115002632141113,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
95,1.476805,0.3626500070095062,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
96,1.4793344,0.3633500039577484,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
97,1.4946327,0.35830003023147583,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
98,1.4903748,0.35885003209114075,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
99,1.470757,0.3629000782966614,20,1,10,1000,1000,2,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
