iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_classes,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_momentum,algo_lrate_decay,algo_S,algo_R,algo_R_local
23,2.1507626,0.23010002076625824,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
24,2.1348023,0.2371000051498413,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
25,2.1187854,0.24295003712177277,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
26,2.1024678,0.25005003809928894,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
27,2.0847363,0.25675004720687866,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
28,2.0676003,0.26155003905296326,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
29,2.0509996,0.26809999346733093,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
30,2.03402,0.2711000144481659,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
31,2.018138,0.27525001764297485,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
32,2.0028496,0.2809999883174896,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
33,1.9879866,0.2839999794960022,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
34,1.9729227,0.2847500145435333,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
35,1.9588745,0.290149986743927,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
36,1.9448719,0.29420003294944763,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
37,1.9315579,0.2970000207424164,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
38,1.9178717,0.29864999651908875,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
39,1.9050993,0.30070003867149353,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
40,1.8928325,0.3041500151157379,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
41,1.8803434,0.30650004744529724,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
42,1.8690777,0.31005004048347473,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
43,1.8584487,0.30935001373291016,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
44,1.8482168,0.3128499686717987,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
45,1.8382975,0.312749981880188,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
46,1.8297026,0.31640002131462097,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
47,1.8206027,0.3148999810218811,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
48,1.815244,0.3168000280857086,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
49,1.8087838,0.31850001215934753,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
50,1.8007152,0.3205500543117523,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
51,1.7883373,0.32269999384880066,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
52,1.7753519,0.3248499631881714,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
53,1.7735132,0.32340002059936523,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
54,1.7756901,0.32145005464553833,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
55,1.7733247,0.3233500123023987,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
56,1.7694852,0.32565003633499146,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
57,1.7441823,0.3314000070095062,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
58,1.7313646,0.33434998989105225,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
59,1.7197258,0.330750048160553,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
60,1.7130973,0.3310999870300293,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
61,1.7087014,0.33490002155303955,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
62,1.7064924,0.3352000415325165,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
63,1.7067009,0.33240002393722534,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
64,1.6968822,0.33560001850128174,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
65,1.6844898,0.3374500274658203,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
66,1.6770531,0.34150004386901855,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
67,1.6704029,0.34105005860328674,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
68,1.6621349,0.3417000472545624,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
69,1.6516201,0.3445500433444977,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
70,1.6367428,0.34609997272491455,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
71,1.6305034,0.3471500277519226,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
72,1.6602606,0.3386000096797943,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
73,1.7007456,0.33650004863739014,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
74,1.6723217,0.33935004472732544,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
75,1.6491773,0.351250022649765,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
76,1.6263926,0.3542500436306,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
77,1.6013705,0.3575500547885895,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
78,1.5809675,0.3576999604701996,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
79,1.5622827,0.3637000024318695,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
80,1.547521,0.3630000352859497,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
81,1.5395682,0.36534997820854187,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
82,1.5396577,0.36455002427101135,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
83,1.5732127,0.35555002093315125,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
84,1.575503,0.3523000180721283,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
85,1.5944349,0.3500000238418579,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
86,1.5793574,0.3493000268936157,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
87,1.5501509,0.3528500199317932,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
88,1.5192238,0.3620999753475189,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
89,1.5026718,0.36510002613067627,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
90,1.4959857,0.36490002274513245,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
91,1.4963503,0.36240002512931824,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
92,1.4955246,0.36465004086494446,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
93,1.4873219,0.3662000000476837,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
94,1.4793496,0.36820000410079956,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
95,1.4849067,0.3654000461101532,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
96,1.4906652,0.3681500256061554,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
97,1.4686626,0.3680000305175781,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
98,1.4388686,0.37515002489089966,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
99,1.4262607,0.3720000386238098,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
