iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_classes,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_momentum,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.3010662,0.1064000129699707,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
1,2.2989364,0.11260000616312027,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
2,2.2967973,0.12155001610517502,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
3,2.2946687,0.1287500113248825,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
4,2.2924542,0.13079999387264252,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
5,2.290092,0.13485001027584076,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
6,2.2874913,0.13940003514289856,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
7,2.2848024,0.1429000049829483,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
8,2.2817597,0.14765000343322754,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
9,2.2783957,0.14935001730918884,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
10,2.2746677,0.1521500051021576,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
11,2.270462,0.15390001237392426,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
12,2.2657104,0.15730001032352448,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
13,2.2602072,0.1600000113248825,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
14,2.2537942,0.16375002264976501,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
15,2.2467904,0.16965003311634064,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
16,2.238708,0.17790000140666962,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
17,2.2296183,0.18525002896785736,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
18,2.219046,0.19290001690387726,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
19,2.207563,0.1984500139951706,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
20,2.1949332,0.2049500048160553,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
21,2.1809554,0.21564999222755432,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
22,2.1661043,0.22280001640319824,20,1,10,1000,1000,6,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
