iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_classes,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_momentum,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.3014457,0.10030001401901245,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
1,2.2993696,0.10544999688863754,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
2,2.2973676,0.10895001143217087,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
3,2.2952476,0.11260000616312027,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
4,2.293181,0.11935000866651535,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
5,2.2908611,0.12415001541376114,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
6,2.2883675,0.12780000269412994,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
7,2.2857654,0.1311500072479248,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
8,2.2828417,0.13649998605251312,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
9,2.2795084,0.14025001227855682,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
10,2.2760122,0.1423500031232834,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
11,2.2718549,0.14660000801086426,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
12,2.2670965,0.14970000088214874,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
13,2.2620406,0.15360002219676971,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
14,2.256052,0.15650002658367157,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
15,2.2489834,0.1607000082731247,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
16,2.240855,0.16630002856254578,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
17,2.2321208,0.17400002479553223,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
18,2.2223408,0.18355001509189606,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
19,2.2112744,0.19025000929832458,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
20,2.1994023,0.19785000383853912,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
21,2.1862657,0.20515000820159912,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
22,2.1718135,0.21310000121593475,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
23,2.1573226,0.21929998695850372,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
24,2.1412866,0.22600002586841583,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
25,2.1247535,0.23079998791217804,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
26,2.1079378,0.23635001480579376,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
27,2.0904934,0.24305005371570587,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
28,2.0738826,0.24685001373291016,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
29,2.0572407,0.2520500123500824,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
30,2.0410259,0.2558499872684479,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
31,2.0251591,0.2594500482082367,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
32,2.0098968,0.2635500133037567,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
33,1.995312,0.2667500376701355,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
34,1.9806654,0.27240002155303955,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
35,1.96686,0.27240005135536194,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
36,1.9531227,0.2774500250816345,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
37,1.9404227,0.2797500491142273,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
38,1.9274967,0.2831999957561493,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
39,1.9152817,0.2856999635696411,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
40,1.903252,0.28995004296302795,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
41,1.8908104,0.2927500307559967,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
42,1.8806053,0.2940000295639038,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
43,1.8692337,0.29760003089904785,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
44,1.8590437,0.3003000319004059,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
45,1.8509495,0.30285000801086426,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
46,1.8496253,0.30115005373954773,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
47,1.8437958,0.3058500289916992,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
48,1.8330305,0.30880007147789,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
49,1.8224933,0.30900001525878906,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
50,1.8070841,0.3111000061035156,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
51,1.7960564,0.3128500282764435,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
52,1.7880627,0.3148500323295593,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
53,1.7846525,0.3128500282764435,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
54,1.7837385,0.3130500018596649,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
55,1.7779167,0.3138999938964844,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
56,1.7680115,0.3182999789714813,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
57,1.7584941,0.3193000257015228,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
58,1.7505629,0.31970006227493286,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
59,1.7514858,0.3216000199317932,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
60,1.7458341,0.3225500285625458,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
61,1.7305616,0.32660001516342163,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
62,1.723427,0.3255999982357025,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
63,1.7030838,0.33195000886917114,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
64,1.6961718,0.331650048494339,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
65,1.6901801,0.3320000171661377,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
66,1.6901119,0.33070001006126404,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
67,1.6848748,0.33240005373954773,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
68,1.6868951,0.3277500569820404,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
69,1.6950836,0.3267000615596771,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
70,1.6791967,0.32945001125335693,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
71,1.6546885,0.33329999446868896,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
72,1.643,0.33750003576278687,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
73,1.630379,0.33965003490448,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
74,1.6369343,0.340300053358078,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
75,1.6815388,0.33329999446868896,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
76,1.6724058,0.33445000648498535,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
77,1.6463721,0.3377000391483307,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
78,1.6429071,0.3405500054359436,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
79,1.6298469,0.3445500433444977,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
80,1.6032377,0.3495500087738037,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
81,1.5902381,0.34995004534721375,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
82,1.5680043,0.3527500331401825,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
83,1.5584008,0.3549500107765198,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
84,1.5544885,0.353549987077713,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
85,1.5564891,0.3526500165462494,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
86,1.5510356,0.3533000648021698,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
87,1.5416464,0.3528500199317932,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
88,1.530896,0.35095006227493286,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
89,1.5412289,0.3495500683784485,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
90,1.5647489,0.34950003027915955,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
91,1.654533,0.3424000144004822,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
92,1.5559411,0.34880000352859497,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
93,1.5307231,0.35100001096725464,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
94,1.5165648,0.3555000424385071,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
95,1.4967065,0.35600003600120544,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
96,1.4964899,0.3566500246524811,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
97,1.4965093,0.35384997725486755,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
98,1.4813257,0.35610005259513855,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
99,1.459447,0.3604999780654907,20,1,10,1000,1000,9,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
