iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_classes,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_momentum,algo_lrate_decay,algo_S,algo_R,algo_R_local
46,1.8246231,0.321150004863739,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
47,1.8218911,0.3209500014781952,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
48,1.8258861,0.3206500709056854,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
49,1.8346552,0.3152000308036804,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
50,1.8227268,0.3221999704837799,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
51,1.8096966,0.32455000281333923,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
52,1.7908058,0.3323000371456146,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
53,1.7758105,0.32780003547668457,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
54,1.7581737,0.33524999022483826,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
55,1.7426863,0.3341500163078308,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
56,1.7293174,0.33900004625320435,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
57,1.7175262,0.33910003304481506,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
58,1.710665,0.34049999713897705,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
59,1.7023747,0.3419000208377838,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
60,1.6947315,0.34139999747276306,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
61,1.6842976,0.3437499701976776,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
62,1.6776152,0.3423500955104828,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
63,1.6675085,0.34279999136924744,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
64,1.6610432,0.34255000948905945,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
65,1.6540987,0.3458999991416931,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
66,1.647562,0.3447999954223633,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
67,1.650726,0.34240004420280457,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
68,1.6428244,0.34905001521110535,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
69,1.629055,0.35085001587867737,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
70,1.6070521,0.3528500199317932,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
71,1.5947154,0.35715004801750183,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
72,1.581157,0.3570500314235687,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
73,1.575462,0.35815000534057617,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
74,1.5720446,0.35659998655319214,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
75,1.5749217,0.3526000678539276,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
76,1.5690408,0.353549987077713,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
77,1.5705929,0.3513999879360199,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
78,1.5570042,0.35485002398490906,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
79,1.5424049,0.35714998841285706,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
80,1.5697156,0.3502500355243683,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
81,1.5677627,0.35040000081062317,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
82,1.5529419,0.35840001702308655,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
83,1.5180342,0.3664000332355499,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
84,1.4959903,0.3688500225543976,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
85,1.4787714,0.36775001883506775,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
86,1.4735907,0.3682499825954437,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
87,1.4686996,0.3672000467777252,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
88,1.4722502,0.365850031375885,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
89,1.4709032,0.36684998869895935,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
90,1.4672922,0.36390000581741333,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
91,1.478262,0.3600499927997589,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
92,1.4940362,0.3549500107765198,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
93,1.5055003,0.3541499972343445,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
94,1.4676944,0.3685000240802765,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
95,1.4334934,0.37230005860328674,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
96,1.4128385,0.3740500509738922,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
97,1.3949816,0.3785500228404999,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
98,1.3867791,0.3771499991416931,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
99,1.3918884,0.3733000159263611,20,1,10,1000,1000,8,"(3, 32, 32)",10,0.01,0.9,0.995,10,100,2
